,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
12271,2018-08-13,1148628,515168.43,232900,410000.00,2.0,2.0,1340.0,384333.0,68,23,2015,4.0,1.0,1.0
12291,2018-08-13,1162341,111456.12,203788,124118.45,3.0,2.0,1240.0,259419.0,68,2,2009,3.0,4.0,1.0
12294,2018-08-13,1158051,536049.54,250507,552505.96,2.0,2.0,1143.0,340266.0,68,34,2016,5.0,5.0,0.0
12298,2018-08-13,1153388,494216.06,210000,361949.71,3.0,2.0,1464.0,271496.0,68,27,2016,3.0,3.0,1.0
12329,2018-08-08,1162316,237323.67,116000,120000.00,1.0,1.0,546.0,160920.0,41,37,2017,4.0,1.0,1.0
12351,2018-08-08,1160669,289446.96,152000,186700.00,3.0,2.0,1120.0,301200.0,41,27,2016,8.0,4.0,1.0
12367,2018-08-07,1162096,18913.92,127842,18913.92,2.0,2.0,924.0,158015.0,61,59,2018,1.0,2.0,0.0
12371,2018-08-07,1160828,190106.36,183274,169436.00,4.0,3.0,1681.0,132742.0,61,31,2016,4.0,3.0,0.0
12380,2018-08-07,1164218,420617.78,155400,423847.86,2.0,2.0,922.0,224577.0,61,39,2017,4.0,1.0,1.0
12387,2018-08-07,1162947,298726.2,173312,275100.00,1.0,2.0,768.0,244295.0,61,33,2016,9.0,1.0,1.0
12397,2018-08-07,1161242,167629.36,113800,143742.90,2.0,1.0,882.0,161304.0,61,26,2016,6.0,3.0,1.0
12398,2018-08-07,1162095,81011.14,180000,86011.14,2.0,2.0,1115.0,244470.0,61,60,2018,2.0,2.0,0.0
12400,2018-08-07,1162116,86618.71,88500,87911.14,1.0,1.0,900.0,93643.0,61,29,2016,49.0,1.0,1.0
12419,2018-08-07,1161620,248894.05,186000,229000.00,2.0,2.0,1150.0,233400.0,61,44,2017,7.0,1.0,1.0
12425,2018-08-06,1158713,2152443.36,1568176,1863200.00,3.0,3.0,2214.0,2609218.0,56,56,2018,2.0,1.0,1.0
12480,2018-08-01,1161477,265694.44,189210,227000.00,2.0,2.0,1351.0,234276.0,33,24,2017,3.0,1.0,1.0
12484,2018-08-01,1161105,340760.48,163040,180950.00,0.0,1.0,507.0,226622.0,33,2,2013,5.0,2.0,1.0
12491,2018-08-01,1158701,139554.51,141000,141309.95,2.0,2.0,960.0,165881.0,33,26,2017,2.0,1.0,1.0
12493,2018-08-01,1161653,252241.61,105966,150000.00,2.0,2.0,1050.0,144879.0,33,25,2017,4.0,1.0,1.0
12499,2018-08-01,1161890,147243.96,96177,88290.00,1.0,1.0,583.0,120025.0,33,21,2017,3.0,1.0,1.0
12517,2018-07-31,1156580,386521.32,233100,398112.12,2.0,2.0,1040.0,438300.0,44,29,2016,6.0,5.0,0.0
12532,2018-07-31,1157213,219780.96,314594,221991.26,2.0,2.0,1088.0,384079.0,44,43,2017,4.0,2.0,0.0
12563,2018-07-30,1156162,154911.51,125440,100509.00,2.0,1.0,948.0,162317.0,44,31,2016,2.0,3.0,0.0
12603,2018-07-27,1161209,641402.61,178000,184800.00,1.0,1.0,1005.0,204680.0,18,3,2015,8.0,2.0,1.0
12613,2018-07-26,1160063,65197.31,111150,66295.88,1.0,1.0,1010.0,153346.0,50,19,2016,2.0,2.0,1.0
12619,2018-07-26,1161287,166708.99,91180,87696.63,1.0,1.0,583.0,129837.0,50,34,2017,5.0,1.0,1.0
12626,2018-07-26,1160930,161069.21,135000,162780.91,1.0,1.0,596.0,174821.0,50,42,2017,3.0,1.0,1.0
12630,2018-07-26,1159698,778902.92,250700,254402.70,1.0,1.0,750.0,307477.0,50,32,2016,9.0,3.0,1.0
12635,2018-07-26,1159756,256917.04,197700,279216.24,2.0,2.0,1139.0,373600.0,50,37,2017,3.0,2.0,1.0
12645,2018-07-26,1161177,81689.16,82088,68250.00,1.0,1.0,480.0,139538.0,50,43,2017,4.0,1.0,1.0
12660,2018-07-25,1160448,18465.77,147600,18465.77,1.0,1.0,646.0,254707.0,51,36,2017,2.0,1.0,1.0
12663,2018-07-25,1158830,125466.15,102850,133227.66,2.0,2.0,1180.0,119424.0,51,25,2016,2.0,6.0,1.0
12672,2018-07-25,1159735,213909.17,85347,76500.00,2.0,2.0,1045.0,113907.0,51,43,2017,2.0,1.0,1.0
12697,2018-07-25,1159352,237224.18,112000,238204.00,1.0,1.0,680.0,141803.0,51,41,2017,7.0,1.0,1.0
12698,2018-07-25,1150585,397958.47,156000,166222.00,0.0,0.0,1268.0,211535.0,51,22,2016,3.0,2.0,0.0
12708,2018-07-24,1155115,871067.47,189049,250000.00,1.0,1.0,754.0,243803.0,87,17,2016,14.0,2.0,1.0
12720,2018-07-24,1156951,285033.67,133100,153120.00,1.0,1.0,740.0,525000.0,87,38,2017,3.0,1.0,1.0
12728,2018-07-24,1160025,243585.55,120000,131000.00,2.0,2.0,978.0,131827.0,87,43,2017,7.5,1.0,1.0
12739,2018-07-24,1156809,237565.61,175000,190000.00,2.0,2.0,1350.0,192507.0,87,41,2017,3.0,1.0,1.0
12744,2018-07-24,1159747,206902.0,156450,151817.47,2.0,2.0,845.0,176805.0,87,34,2017,2.0,5.0,0.0
12751,2018-07-23,1149888,29628.95,68250,29628.95,1.0,1.0,840.0,75136.0,50,40,2017,1.0,1.0,1.0
12755,2018-07-23,1154746,227313.26,103434,86300.00,2.0,1.0,764.0,158759.0,50,39,2017,6.0,2.0,1.0
12771,2018-07-23,1156260,381355.96,374100,385061.26,1.0,1.0,881.0,499986.0,50,50,2017,9.0,1.0,1.0
12791,2018-07-23,1155289,794359.09,430153,485817.81,2.0,2.0,1147.0,566305.0,50,3,2010,3.0,3.0,1.0
12796,2018-07-20,1159338,131564.98,147100,134564.98,2.0,2.0,885.0,181963.0,24,10,2015,9.0,1.0,1.0
12803,2018-07-20,1158786,511332.2,186235,148230.00,2.0,2.0,1015.0,244184.0,24,19,2017,19.0,2.0,1.0
12810,2018-07-20,1159144,121369.85,110800,122603.15,1.0,1.0,670.0,375600.0,24,21,2017,7.0,1.0,1.0
12837,2018-07-18,1159146,162553.46,100430,74750.00,1.0,1.0,974.0,118393.0,52,21,2015,4.0,1.0,1.0
12850,2018-07-18,1158047,138430.08,151599,134000.00,2.0,2.0,1100.0,262000.0,52,46,2017,7.0,2.0,1.0
12856,2018-07-18,1155944,750751.75,429300,750751.75,2.0,2.0,1005.0,438300.0,52,36,2017,4.0,1.0,1.0
12879,2018-07-18,1158846,156804.67,89838,100000.00,0.0,0.0,722.0,122944.0,52,41,2017,6.0,1.0,1.0
12887,2018-07-17,1154390,310141.17,324928,325954.95,2.0,2.0,1093.0,333088.0,24,19,2017,4.0,2.0,0.0
12901,2018-07-16,1159446,200851.2,128865,151000.00,1.0,1.0,854.0,199023.0,60,49,2017,5.0,1.0,1.0
12907,2018-07-16,1160665,196980.7,124200,198830.78,2.0,1.0,940.0,167791.0,60,38,2017,4.0,1.0,1.0
12912,2018-07-16,1149116,330562.83,127602,121500.00,1.0,1.0,507.0,169342.0,60,32,2016,10.0,1.0,1.0
12913,2018-07-16,1155741,184537.25,119953,103700.00,3.0,2.0,1142.0,178503.0,60,54,2017,5.0,1.0,1.0
12914,2018-07-16,1155281,256124.62,115360,117730.00,2.0,1.0,828.0,142926.0,60,43,2017,3.0,1.0,1.0
12921,2018-07-16,1148633,215293.38,86250,108000.00,2.0,2.0,930.0,110395.0,60,34,2016,8.0,1.0,1.0
12932,2018-07-16,1154933,384571.16,198550,247300.00,1.0,1.0,846.0,291927.0,60,58,2017,2.0,1.0,1.0
12937,2018-07-16,1154990,809364.9,282697,334000.00,2.0,2.0,1099.0,346935.0,60,18,2015,2.0,1.0,1.0
12945,2018-07-16,1159315,277038.43,170100,197800.00,2.0,1.0,677.0,222202.0,60,21,2015,5.0,3.0,1.0
12950,2018-07-16,1158045,236076.47,160000,236076.47,3.0,2.0,1258.0,208947.0,60,9,2013,6.0,6.0,0.0
12957,2018-07-13,1158690,598553.34,501179,598553.34,2.0,2.0,1121.0,274816.0,42,41,2018,5.0,2.0,0.0
12981,2018-07-13,1158686,294644.03,357308,296722.22,2.0,2.0,1368.0,418800.0,42,38,2017,4.0,1.0,0.0
12986,2018-07-13,1158849,113332.88,117600,113953.61,2.0,2.0,866.0,150952.0,42,27,2016,4.0,1.0,1.0
12997,2018-07-12,1156949,207651.57,91152,209491.03,2.0,2.0,892.0,122363.0,85,28,2017,4.0,2.0,0.0
13004,2018-07-12,1158411,303187.57,123600,303187.57,2.0,1.0,848.0,151733.0,85,38,2017,2.0,1.0,1.0
13009,2018-07-12,1155480,314138.88,133000,331056.52,2.0,2.0,1064.0,163391.0,85,17,2016,9.0,6.0,0.0
13026,2018-07-12,1148506,602884.11,335000,514429.78,1.0,1.0,940.0,440069.0,85,22,2016,5.0,1.0,1.0
13054,2018-07-11,1157218,288188.64,107640,109020.00,0.0,0.0,1149.0,134768.0,35,28,2017,6.0,3.0,0.0
13055,2018-07-11,1148119,156116.72,139360,158816.72,2.0,2.0,972.0,182026.0,35,32,2017,2.0,2.0,1.0
13065,2018-07-10,1156962,322823.65,252500,279000.00,2.0,2.0,1270.0,319746.0,22,13,2017,2.0,4.0,0.0
13095,2018-07-09,1157718,57345.0,98547,59800.00,2.0,2.0,1317.0,120441.0,45,32,2016,3.0,1.0,1.0
13112,2018-07-09,1157048,171534.45,120500,172977.23,2.0,1.0,1085.0,158021.0,45,44,2017,5.0,1.0,1.0
13153,2018-07-06,1156416,39490.87,226100,44346.36,1.0,1.0,1026.0,355576.0,62,58,2017,2.0,4.0,1.0
13156,2018-07-06,1155091,14018.65,90960,16900.00,2.0,2.0,1317.0,116320.0,62,7,2012,2.0,2.0,1.0
13161,2018-07-06,1156097,247440.09,114450,119700.00,1.0,1.0,689.0,139509.0,62,55,2017,2.0,1.0,1.0
13165,2018-07-06,1154956,385090.59,62244,121500.00,3.0,2.0,1255.0,182784.0,62,10,2013,4.0,8.0,0.0
13168,2018-07-06,1156633,285175.31,114000,106920.00,2.0,2.0,890.0,136574.0,62,44,2017,26.0,1.0,1.0
13171,2018-07-06,1156466,15190.21,65450,11982.36,1.0,2.0,760.0,74338.0,62,50,2017,7.0,3.0,0.0
13182,2018-07-05,1157566,48023.16,295700,48023.16,2.0,2.0,1257.0,373600.0,22,15,2017,1.0,1.0,1.0
13184,2018-07-05,1157569,431147.28,197252,198000.00,1.0,2.0,990.0,285183.0,22,20,2018,3.0,1.0,1.0
13200,2018-07-03,1154199,1025314.18,658045,571822.81,2.0,2.0,2620.0,1092406.0,39,2,2009,9.0,7.0,1.0
13234,2018-07-02,1151322,267135.94,201600,250000.00,0.0,1.0,407.0,309433.0,32,13,2014,7.0,7.0,1.0
13252,2018-07-02,1140850,324693.6,149227,331528.79,2.0,2.0,1150.0,186717.0,32,31,2017,5.0,1.0,1.0
13256,2018-07-02,1151560,298740.83,136188,113400.00,2.0,1.0,901.0,180908.0,32,24,2016,3.0,2.0,1.0
13276,2018-06-29,1155956,102222.51,99000,102222.51,3.0,2.0,1195.0,123847.0,23,20,2017,11.0,2.0,0.0
13307,2018-06-27,1154166,213061.88,136800,95732.82,2.0,2.0,1275.0,195528.0,54,3,2011,4.0,4.0,1.0
13311,2018-06-27,1155515,207405.43,267510,208193.03,2.0,2.0,1218.0,344175.0,54,23,2015,7.0,4.0,0.0
13325,2018-06-25,1159727,215301.03,195879,185000.00,1.0,1.0,825.0,250163.0,53,43,2016,6.0,3.0,1.0
13331,2018-06-25,1149655,199242.71,95809,92340.00,0.0,1.0,355.0,331500.0,53,52,2017,2.0,1.0,1.0
13335,2018-06-25,1140244,353022.28,105600,105300.00,2.0,1.0,950.0,151245.0,53,33,2016,2.0,1.0,1.0
13337,2018-06-25,1155946,169210.65,70300,167310.57,1.0,1.0,813.0,100260.0,53,47,2017,2.0,1.0,1.0
13344,2018-06-22,1145334,281337.68,121920,150000.00,2.0,2.0,1100.0,157007.0,39,18,2016,58.0,1.0,1.0
13350,2018-06-22,1140447,414096.68,160930,175400.00,2.0,2.0,600.0,264500.0,39,30,2017,3.0,1.0,1.0
13351,2018-06-22,1145326,884714.99,607100,664648.06,2.0,2.0,1185.0,752311.0,39,32,2017,5.0,1.0,1.0
13388,2018-06-21,1144924,156802.62,149000,140000.00,2.0,2.0,1060.0,183385.0,66,10,2016,6.0,1.0,1.0
13440,2018-06-19,1149388,312180.18,176800,170100.00,3.0,2.0,1190.0,197400.0,12,11,2017,4.0,3.0,1.0
13508,2018-06-18,1149240,101127.15,50200,73150.00,1.0,1.0,720.0,330300.0,68,59,2017,3.0,1.0,1.0
13520,2018-06-15,1139409,359794.44,136104,243950.00,2.0,2.0,978.0,292177.0,25,24,2017,5.0,1.0,1.0
13522,2018-06-15,1148482,400914.55,286400,308300.00,2.0,2.0,1673.0,374965.0,25,3,2012,4.0,6.0,0.0
13543,2018-06-14,1151774,536049.54,250507,547304.08,2.0,2.0,1143.0,355493.0,57,9,2016,5.0,5.0,0.0
13554,2018-06-13,1151553,171425.28,92400,199527.18,2.0,1.0,800.0,115412.0,34,4,2013,8.0,9.0,1.0
13561,2018-06-13,1151835,383335.81,261600,299900.00,2.0,2.0,1314.0,359675.0,34,34,2018,3.0,1.0,0.0
13566,2018-06-13,1151832,32155.54,82000,32155.54,1.0,1.0,640.0,133771.0,34,24,2017,2.0,1.0,1.0
13579,2018-06-12,1151838,220604.58,93000,81249.50,2.0,2.0,822.0,112451.0,50,24,2016,8.0,1.0,1.0
13587,2018-06-12,1148206,57970.66,95000,57970.66,1.0,0.0,432.0,119673.0,50,46,2017,10.0,1.0,1.0
13606,2018-06-12,1151359,236076.47,160000,144113.44,3.0,2.0,1258.0,214236.0,50,7,2013,6.0,6.0,0.0
13609,2018-06-12,1152044,157711.16,58695,154000.00,2.0,2.0,1038.0,160571.0,50,43,2017,2.0,1.0,1.0
13679,2018-06-08,1152276,300817.16,180000,194000.00,2.0,2.0,1032.0,226298.0,26,26,2017,5.0,1.0,1.0
13698,2018-06-06,1151139,209202.28,96970,104500.00,1.0,1.0,555.0,120181.0,22,21,2017,3.0,1.0,1.0
13706,2018-06-06,1150911,342092.42,234100,301750.00,2.0,2.0,1500.0,374800.0,22,20,2017,8.0,1.0,1.0
13735,2018-06-05,1141582,322823.65,252500,279000.00,2.0,2.0,1270.0,315137.0,30,23,2017,2.0,4.0,0.0
13747,2018-06-04,1149098,262439.23,130000,109200.00,2.0,2.0,979.0,337300.0,73,62,2017,4.0,1.0,1.0
13750,2018-06-04,1149389,215509.31,91000,103550.00,1.0,1.0,608.0,125111.0,73,56,2017,2.0,5.0,1.0
13786,2018-06-04,1149096,416253.3,174000,224000.00,1.0,1.0,1000.0,238757.0,73,15,2013,3.0,1.0,1.0
13809,2018-06-01,1150180,14249.03,190000,14249.03,3.0,2.0,1420.0,231333.0,67,59,2017,1.0,1.0,0.0
13811,2018-06-01,1150205,123737.64,60557,115318.14,2.0,2.0,960.0,139927.0,67,46,2017,4.0,1.0,1.0
13815,2018-06-01,1150029,275565.47,112000,106920.00,1.0,1.0,680.0,141275.0,67,15,2014,9.0,2.0,1.0
13828,2018-06-01,1150176,114693.05,105609,115725.11,3.0,2.0,1348.0,170000.0,67,45,2017,3.0,1.0,1.0
13830,2018-06-01,1151140,277101.09,115800,173000.00,0.0,1.0,530.0,193627.0,67,3,2009,3.0,1.0,1.0
13833,2018-06-01,1149889,116864.39,84222,72090.00,1.0,1.0,465.0,105037.0,67,36,2016,4.0,2.0,1.0
13835,2018-06-01,1150858,212142.01,203300,212142.00,1.0,1.0,825.0,378100.0,67,67,2017,4.0,1.0,1.0
13839,2018-06-01,1150465,148471.24,46681,159277.87,2.0,0.0,1136.0,193633.0,67,26,2016,7.0,4.0,1.0
13841,2018-06-01,1150173,278008.05,165700,149113.60,2.0,2.0,1144.0,236092.0,67,48,2017,8.0,1.0,1.0
13848,2018-06-01,1150905,215289.28,101053,199554.93,1.0,1.0,725.0,121556.0,67,38,2016,4.0,1.0,1.0
13851,2018-06-01,1152629,386521.32,233100,393933.52,2.0,2.0,1040.0,440400.0,67,35,2016,6.0,5.0,0.0
13859,2018-05-31,1149846,249620.66,118000,117400.00,2.0,2.0,870.0,143453.0,19,19,2017,5.0,1.0,1.0
13873,2018-05-31,1136095,154911.51,125440,106835.00,2.0,1.0,948.0,154135.0,19,15,2016,2.0,3.0,0.0
13874,2018-05-31,1137386,615292.58,360270,615292.58,2.0,2.0,1397.0,629088.0,19,9,2015,4.0,10.0,0.0
13877,2018-05-30,1149390,15705.73,89276,15705.73,2.0,2.0,1285.0,217280.0,47,45,2017,1.0,1.0,0.0
13879,2018-05-30,1149404,39633.89,93220,26780.00,1.0,1.0,630.0,129491.0,47,47,2018,2.0,1.0,1.0
13882,2018-05-30,1149242,777118.5,627741,777118.50,2.0,2.0,1130.0,771463.0,47,25,2015,3.0,3.0,0.0
13888,2018-05-30,1146374,396824.41,194877,255000.00,2.0,2.0,1125.0,257545.0,47,11,2012,4.0,2.0,1.0
13895,2018-05-30,1145533,247492.02,137465,133650.00,2.0,2.0,1140.0,169562.0,47,31,2016,14.0,2.0,1.0
13914,2018-05-30,1145752,184832.9,188700,156330.00,3.0,2.0,1554.0,218453.0,47,30,2016,6.0,2.0,1.0
13926,2018-05-29,1136000,297285.57,173819,235363.14,1.0,2.0,757.0,233322.0,63,38,2016,4.0,1.0,1.0
13928,2018-05-29,1132370,220351.69,65100,91800.00,0.0,1.0,420.0,373800.0,63,31,2016,3.0,2.0,1.0
13937,2018-05-29,1150859,20670.77,115000,21000.00,3.0,2.0,1288.0,130934.0,63,15,2013,1.0,1.0,0.0
13983,2018-05-25,1149832,119212.97,99831,80400.00,2.0,2.0,1317.0,116694.0,35,14,2016,7.0,3.0,1.0
14001,2018-05-25,1144813,345708.06,182000,366485.09,2.0,2.0,980.0,237185.0,35,7,2015,3.0,9.0,0.0
14021,2018-05-24,1148636,113921.96,139340,108213.93,2.0,2.0,955.0,348200.0,30,22,2017,6.0,1.0,1.0
14058,2018-05-23,1147656,2220440.39,1446200,2220440.39,3.0,3.0,2744.0,2817532.0,62,34,2017,4.0,1.0,1.0
14064,2018-05-23,1147400,3852263.1,2504000,3451319.00,4.0,6.0,4141.0,4177171.0,62,45,2017,3.0,2.0,1.0
14072,2018-05-23,1148118,871067.47,189049,250000.00,1.0,1.0,754.0,237797.0,62,26,2016,14.0,2.0,0.0
14075,2018-05-23,1147951,524512.12,435000,752033.16,2.0,2.0,1260.0,766412.0,62,1,2008,4.0,2.0,1.0
14078,2018-05-23,1139624,165881.69,56756,95000.00,1.0,1.0,1151.0,106938.0,62,35,2017,3.0,3.0,0.0
14081,2018-05-23,1148443,6924.35,162750,6924.35,3.0,2.0,1325.0,195745.0,62,62,2018,1.0,1.0,1.0
14083,2018-05-23,1140369,499432.61,210000,237600.00,3.0,2.0,1464.0,265700.0,62,24,2016,4.0,1.0,1.0
14090,2018-05-23,1147372,689045.36,469920,689045.36,0.0,0.0,1424.0,492700.0,62,44,2017,4.0,3.0,1.0
14094,2018-05-22,1139633,253979.88,154000,170000.00,3.0,2.0,1252.0,210148.0,22,2,2009,11.0,5.0,0.0
14113,2018-05-21,1144081,314017.46,111720,322696.12,2.0,2.0,956.0,124369.0,57,29,2016,7.0,3.0,0.0
14126,2018-05-21,1148432,375315.46,282417,314468.14,2.0,2.0,1117.0,380061.0,57,3,2009,5.0,6.0,1.0
14150,2018-05-21,1145083,69633.18,52965,42800.00,1.0,1.0,836.0,61028.0,57,55,2017,4.0,1.0,1.0
14153,2018-05-21,1144452,430561.52,257538,261807.14,2.0,2.0,1251.0,369091.0,57,35,2016,9.0,1.0,1.0
14155,2018-05-21,1130998,276487.65,119700,121700.00,3.0,2.0,1125.0,141915.0,57,6,2010,7.0,3.0,1.0
14168,2018-05-18,1147675,310141.17,324928,322517.51,2.0,2.0,1093.0,339628.0,40,31,2017,4.0,2.0,0.0
14170,2018-05-18,1147242,28524.72,55254,28524.72,1.0,1.0,736.0,140928.0,40,29,2017,2.0,1.0,0.0
14171,2018-05-18,1147352,115054.95,132190,115054.95,2.0,2.0,882.0,201863.0,40,40,2018,4.0,1.0,1.0
14177,2018-05-18,1147670,134727.98,122364,103740.00,2.0,2.0,1113.0,146170.0,40,25,2016,8.0,1.0,1.0
14178,2018-05-18,1149792,184195.08,107480,83315.11,2.0,1.0,716.0,341400.0,40,30,2017,4.0,1.0,1.0
14183,2018-05-18,1147318,289446.96,152000,163155.00,3.0,2.0,1120.0,296400.0,40,26,2016,8.0,4.0,0.0
14192,2018-05-18,1147223,516963.92,324800,335750.00,2.0,2.0,1800.0,376100.0,40,4,2011,8.0,2.0,1.0
14243,2018-05-16,1131448,214415.55,112549,101250.00,1.0,1.0,801.0,162516.0,47,16,2015,4.0,1.0,1.0
14249,2018-05-16,1146503,549382.02,140072,145010.55,1.0,1.0,685.0,286100.0,47,9,2014,2.0,1.0,1.0
14253,2018-05-16,1138696,288399.98,104328,95200.00,1.0,1.0,680.0,133903.0,47,12,2014,3.0,5.0,1.0
14255,2018-05-16,1146815,539151.72,433685,500000.00,2.0,2.0,1327.0,664623.0,47,47,2017,3.0,1.0,1.0
14256,2018-05-16,1146867,259857.91,104800,261953.27,1.0,1.0,586.0,292500.0,47,44,2017,3.0,1.0,1.0
14268,2018-05-15,1129901,290065.54,156500,186000.00,0.0,1.0,543.0,205681.0,28,10,2016,9.0,1.0,1.0
14272,2018-05-15,1129637,225150.08,137000,155125.00,2.0,1.0,767.0,198609.0,28,15,2016,7.0,1.0,1.0
14292,2018-05-14,1143035,411297.37,201250,200000.00,2.0,2.0,1520.0,228683.0,61,1,2008,5.0,5.0,0.0
14346,2018-05-11,1139764,335278.42,133100,199000.00,1.0,1.0,520.0,266100.0,62,26,2016,19.0,2.0,1.0
14355,2018-05-11,1145781,186236.39,119900,170000.00,1.0,1.0,900.0,160622.0,62,12,2014,3.0,3.0,1.0
14369,2018-05-11,1145923,115377.18,148983,116677.18,2.0,2.0,1137.0,165179.0,62,59,2017,2.5,1.0,1.0
14381,2018-05-11,1142465,298015.03,107016,211528.24,3.0,2.0,1176.0,140086.0,62,10,2013,8.0,2.0,1.0
14384,2018-05-11,1145927,400878.4,206000,255295.94,1.0,1.0,953.0,303403.0,62,53,2017,2.0,1.0,1.0
14387,2018-05-11,1145860,280482.28,167273,189280.62,1.0,1.0,741.0,183864.0,62,40,2017,3.0,1.0,1.0
14405,2018-05-10,1133031,169896.26,137739,131220.00,2.0,2.0,1140.0,169347.0,60,10,2016,4.0,3.0,0.0
14413,2018-05-09,1146319,207405.43,267510,206727.13,2.0,2.0,1218.0,351475.0,12,7,2015,7.0,4.0,0.0
14435,2018-05-07,1137572,226751.18,114586,143100.00,2.0,2.0,1213.0,373800.0,18,12,2016,9.0,1.0,1.0
14457,2018-05-04,1141172,536049.54,250507,321168.96,2.0,2.0,1143.0,355108.0,18,9,2016,5.0,5.0,0.0
14473,2018-05-03,1137406,163144.53,111152,114111.14,2.0,1.0,765.0,134573.0,65,15,2016,2.0,1.0,1.0
14484,2018-05-02,1144254,130938.71,167400,144040.92,2.0,2.0,996.0,186194.0,49,20,2014,3.0,5.0,1.0
14498,2018-05-02,1144251,492008.76,158400,192900.00,0.0,0.0,960.0,244500.0,49,3,2010,4.0,5.0,0.0
14520,2018-05-02,1144996,199289.63,193291,224463.45,3.0,3.0,1770.0,244500.0,49,16,2014,6.0,6.0,0.0
14533,2018-05-01,1144082,603236.49,326700,387082.80,2.0,2.0,1088.0,539820.0,28,5,2012,6.0,3.0,1.0
14575,2018-04-30,1140707,17108.64,172000,17108.64,4.0,2.0,1716.0,168100.0,48,39,2017,1.0,5.0,0.0
14605,2018-04-27,1140452,667990.68,496700,677990.68,2.0,2.0,1128.0,757594.0,30,30,2017,4.0,1.0,1.0
14609,2018-04-27,1142600,129540.21,104251,91700.00,1.0,1.0,558.0,368000.0,30,5,2013,5.0,3.0,1.0
14634,2018-04-26,1145032,340411.11,155400,190188.50,0.0,1.0,682.0,215378.0,22,19,2017,3.0,1.0,1.0
14635,2018-04-26,1144292,273197.46,361800,275471.46,1.0,1.0,1102.0,443200.0,22,20,2017,5.0,1.0,1.0
14673,2018-04-24,1143243,147977.53,99492,101400.00,2.0,1.0,600.0,129746.0,46,43,2017,3.0,1.0,1.0
14683,2018-04-24,1144386,49425.01,95000,49425.01,2.0,2.0,1040.0,116338.0,46,31,2016,1.0,2.0,1.0
14687,2018-04-24,1134953,247478.34,227703,247280.00,2.0,1.0,1116.0,365231.0,46,25,2015,4.0,5.0,0.0
14691,2018-04-24,1143059,50362.74,34142,51098.72,1.0,1.0,898.0,75043.0,46,29,2016,2.0,1.0,0.0
14693,2018-04-24,1143551,240054.62,162620,240054.62,3.0,2.0,1652.0,238022.0,46,44,2017,3.0,1.0,1.0
14717,2018-04-23,1130992,273802.44,107730,93150.00,1.0,1.0,765.0,131902.0,59,42,2016,3.0,1.0,1.0
14731,2018-04-23,1143570,217368.37,155550,226043.05,1.0,1.0,679.0,242534.0,59,35,2016,2.0,6.0,0.0
14751,2018-04-23,1140212,1196955.13,263471,451014.07,2.0,2.0,968.0,398618.0,59,26,2015,2.0,1.0,1.0
14755,2018-04-23,1139600,205658.61,181440,154600.00,3.0,2.0,1523.0,215274.0,59,55,2017,6.0,1.0,1.0
14756,2018-04-20,1139154,159542.88,120360,159542.88,3.0,2.0,1255.0,159015.0,33,29,2017,4.0,4.0,0.0
14761,2018-04-20,1142052,14667.88,174600,14667.88,0.0,0.0,1605.0,246929.0,33,19,2016,2.0,1.0,0.0
14762,2018-04-20,1141585,113722.26,95354,118610.21,1.0,1.0,740.0,137375.0,33,24,2016,4.0,2.0,1.0
14766,2018-04-20,1143859,264536.6,112000,107730.00,1.0,1.0,680.0,140106.0,33,25,2016,4.0,1.0,1.0
14785,2018-04-19,1127257,206833.41,143260,133000.00,2.0,2.0,1190.0,186703.0,61,13,2017,3.0,1.0,1.0
14809,2018-04-18,1142608,29963.46,112500,29963.46,2.0,2.0,1222.0,143385.0,25,6,2015,2.0,3.0,0.0
14841,2018-04-17,1141743,21288.58,72332,21700.00,2.0,1.0,1036.0,113296.0,50,44,2017,1.0,1.0,1.0
14858,2018-04-17,1142484,74165.99,66950,65000.00,2.0,1.0,1075.0,79090.0,50,43,2017,5.0,1.0,1.0
14866,2018-04-16,1143242,500303.55,313405,500303.55,2.0,2.0,960.0,428570.0,64,62,2017,9.0,1.0,1.0
14870,2018-04-16,1138933,357369.0,172855,139965.00,2.0,2.0,1430.0,228920.0,64,55,2017,2.0,1.0,1.0
14881,2018-04-16,1138479,148471.24,46681,157843.83,2.0,0.0,1136.0,201726.0,64,26,2016,7.0,4.0,0.0
14895,2018-04-16,1138851,547882.27,354000,337565.69,2.0,2.0,1505.0,414615.0,64,59,2017,4.0,1.0,1.0
14902,2018-04-16,1142413,228295.03,115796,236266.33,1.0,1.0,700.0,162095.0,64,48,2016,13.0,3.0,1.0
14928,2018-04-13,1129609,73312.82,88500,73312.82,1.0,1.0,900.0,121195.0,22,17,2017,8.0,1.0,1.0
14953,2018-04-12,1141817,635787.34,531000,595000.00,2.0,2.0,1590.0,443200.0,65,3,2013,7.0,4.0,1.0
14958,2018-04-12,1139982,244517.72,112000,113400.00,1.0,1.0,680.0,140128.0,65,16,2016,3.0,3.0,1.0
14961,2018-04-11,1141577,17855.78,198900,17855.78,0.0,0.0,940.0,300384.0,64,59,2017,1.0,1.0,0.0
14968,2018-04-11,1140022,346642.53,154600,349183.28,0.0,1.0,497.0,235865.0,64,32,2016,2.0,1.0,1.0
