,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
14979,2018-04-11,1142679,280448.15,127602,167200.00,1.0,1.0,507.0,172492.0,64,53,2017,4.0,1.0,1.0
14986,2018-04-11,1139784,508546.16,297128,327250.00,2.0,2.0,1362.0,469633.0,64,30,2016,7.0,6.0,1.0
14987,2018-04-11,1140370,212802.9,127500,111653.95,1.0,1.0,574.0,519500.0,64,15,2014,6.0,1.0,1.0
14993,2018-04-11,1140918,277195.18,210000,210900.00,3.0,2.0,1464.0,246506.0,64,29,2016,4.0,1.0,1.0
14996,2018-04-11,1141185,224867.25,105000,107950.00,3.0,2.0,1062.0,229200.0,64,50,2017,7.0,1.0,1.0
15006,2018-04-11,1141283,24237.19,66950,24572.10,2.0,1.0,1075.0,91826.0,64,12,2014,11.0,6.0,0.0
15010,2018-04-11,1141193,29264.37,182574,29264.37,3.0,2.0,1523.0,216562.0,64,63,2017,1.0,1.0,1.0
15014,2018-04-11,1140215,292833.72,111565,151400.00,1.0,1.0,699.0,124695.0,64,10,2014,5.0,1.0,1.0
15022,2018-04-11,1141180,173722.36,106080,106900.00,2.0,2.0,870.0,124340.0,64,54,2017,4.0,1.0,1.0
15023,2018-04-11,1141576,314200.95,170000,215000.00,2.0,2.0,910.0,343900.0,64,41,2016,4.0,2.0,1.0
15051,2018-04-10,1141739,161883.05,314780,60000.00,2.0,2.0,1174.0,436073.0,38,1,2008,6.0,4.0,1.0
15052,2018-04-10,1132539,396673.54,315000,429110.94,3.0,2.0,2490.0,394829.0,38,13,2015,6.0,7.0,0.0
15054,2018-04-10,1109848,284051.98,142800,131750.00,2.0,2.0,1415.0,193900.0,38,15,2015,4.0,1.0,1.0
15092,2018-04-09,1136891,146021.49,99036,99440.00,2.0,2.0,1000.0,219200.0,57,27,2016,3.0,2.0,1.0
15114,2018-04-06,1140880,335362.32,132200,144487.77,2.0,2.0,930.0,172027.0,23,5,2013,6.0,4.0,1.0
15142,2018-04-05,1139466,78895.14,90000,78895.14,2.0,2.0,970.0,110255.0,113,21,2016,8.0,4.0,1.0
15192,2018-04-05,1139651,1805833.79,1749503,1585000.00,3.0,3.0,2214.0,2657380.0,113,71,2017,4.0,1.0,1.0
15198,2018-04-05,1139654,552429.01,251600,552429.01,1.0,2.0,816.0,293285.0,113,75,2017,8.0,1.0,1.0
15201,2018-04-05,1139401,453186.59,183900,370568.57,1.0,1.0,990.0,245963.0,113,41,2016,3.0,2.0,1.0
15209,2018-04-04,1143235,207405.43,267510,202683.92,2.0,2.0,1218.0,340496.0,29,11,2015,7.0,4.0,0.0
15216,2018-04-04,1140718,406156.12,390083,439556.12,2.0,2.0,1290.0,421900.0,29,25,2017,5.0,4.0,1.0
15223,2018-04-04,1140475,75900.23,87700,78349.59,3.0,2.0,1150.0,156697.0,29,7,2015,11.0,6.0,0.0
15226,2018-04-04,1141187,21052.58,17982,21052.58,1.0,1.0,688.0,59740.0,29,29,2017,3.0,1.0,0.0
15227,2018-04-04,1140955,250413.65,56793,99700.00,2.0,2.0,870.0,154590.0,29,3,2014,4.0,6.0,0.0
15231,2018-04-03,1140169,186273.65,205000,194686.49,3.0,2.0,1313.0,247523.0,10,10,2017,7.0,3.0,1.0
15238,2018-04-03,1137398,60711.39,66950,61264.23,2.0,1.0,1075.0,89800.0,10,9,2016,3.0,1.0,1.0
15239,2018-04-03,1136363,211981.03,158700,153000.00,3.0,2.0,1550.0,168561.0,10,7,2016,5.0,2.0,1.0
15244,2018-04-02,1136917,225694.05,230000,241400.00,2.0,2.0,1276.0,333799.0,44,38,2017,10.0,1.0,1.0
15250,2018-04-02,1136716,169883.2,93450,52885.94,2.0,1.0,860.0,160000.0,44,35,2016,5.0,1.0,1.0
15310,2018-03-28,1138941,345708.06,182000,351167.54,2.0,2.0,980.0,233145.0,33,13,2015,3.0,9.0,0.0
15313,2018-03-28,1138752,18234.97,87892,18234.97,3.0,2.0,1325.0,196380.0,33,33,2017,1.0,1.0,0.0
15320,2018-03-28,1139384,560324.68,266800,560604.68,1.0,2.0,1310.0,392883.0,33,19,2016,3.0,6.0,0.0
15370,2018-03-27,1137927,19805.27,195700,23300.00,2.0,2.0,1235.0,246033.0,50,37,2016,3.0,3.0,1.0
15373,2018-03-27,1139148,365787.0,367400,395127.00,2.0,2.0,952.0,292200.0,50,48,2017,4.0,4.0,1.0
15387,2018-03-26,1135000,288254.13,130950,129600.00,2.0,1.0,968.0,188658.0,60,37,2016,5.0,3.0,1.0
15395,2018-03-26,1139143,418843.03,310859,418843.00,2.0,2.0,1552.0,433458.0,60,14,2015,5.0,4.0,1.0
15408,2018-03-26,1121700,146924.74,99395,80500.00,1.0,1.0,760.0,135500.0,60,27,2016,3.0,1.0,1.0
15433,2018-03-26,1135229,316422.45,151000,172200.00,2.0,2.0,1033.0,203137.0,60,26,2016,4.0,1.0,1.0
15438,2018-03-23,1135665,105729.97,102711,103320.00,1.0,2.0,937.0,215640.0,31,17,2016,10.0,1.0,1.0
15460,2018-03-23,1134239,1295056.24,1072000,1170000.00,1.0,2.0,1429.0,3338100.0,31,9,2013,5.0,5.0,1.0
15485,2018-03-22,1137663,702043.88,306866,500000.00,2.0,2.0,1280.0,745806.0,38,6,2013,7.0,3.0,0.0
15486,2018-03-22,1138335,403395.08,226502,279900.00,1.0,1.0,791.0,327923.0,38,29,2016,6.0,1.0,1.0
15493,2018-03-22,1140931,360801.45,216000,214900.00,3.0,2.0,1478.0,352843.0,38,22,2015,5.0,1.0,1.0
15517,2018-03-21,1138162,78065.68,140000,40000.00,3.0,2.0,1160.0,167990.0,72,30,2015,1.0,3.0,1.0
15533,2018-03-21,1137228,16283.2,357319,20210.07,0.0,0.0,1760.0,721845.0,72,62,2017,1.0,4.0,1.0
15540,2018-03-21,1137868,182284.24,330257,183582.25,1.0,1.0,816.0,331673.0,72,59,2017,4.0,2.0,0.0
15544,2018-03-21,1137182,267135.94,201600,198200.00,0.0,1.0,407.0,321504.0,72,28,2014,7.0,7.0,0.0
15568,2018-03-20,1139141,254408.81,111089,104447.93,2.0,2.0,804.0,158709.0,21,5,2015,10.0,1.0,1.0
15576,2018-03-20,1138191,12770.19,115280,12770.19,2.0,2.0,1024.0,151903.0,21,19,2017,1.0,5.0,0.0
15609,2018-03-19,1138209,187078.08,91290,51707.70,2.0,2.0,940.0,102749.0,64,33,2016,4.0,2.0,1.0
15615,2018-03-19,1133553,761042.56,497004,571265.00,2.0,3.0,1497.0,648408.0,64,12,2014,4.0,5.0,1.0
15652,2018-03-16,1136067,322962.81,105242,156200.00,1.0,1.0,699.0,124135.0,27,2,2013,21.0,1.0,1.0
15668,2018-03-16,1136097,285232.23,168286,141973.52,2.0,2.0,955.0,199520.0,27,11,2016,10.0,1.0,1.0
15675,2018-03-15,1136058,204191.89,118309,144000.00,2.0,2.0,912.0,149944.0,114,61,2017,6.0,1.0,1.0
15686,2018-03-15,1135846,167415.24,146000,151900.00,2.0,2.0,1000.0,192800.0,114,62,2017,2.0,1.0,1.0
15691,2018-03-15,1136720,9287.77,162750,9287.77,3.0,2.0,1325.0,196474.0,114,68,2017,2.0,3.0,0.0
15697,2018-03-15,1136701,13770.32,234000,15493.82,2.0,2.0,1286.0,342859.0,114,65,2017,2.0,1.0,1.0
15704,2018-03-15,1136723,414760.35,157300,205000.00,2.0,2.0,1157.0,230087.0,114,5,2009,3.0,1.0,1.0
15708,2018-03-15,1136704,256917.04,197700,262365.09,2.0,2.0,1139.0,378200.0,114,56,2017,3.0,2.0,0.0
15733,2018-03-15,1136059,47043.31,189135,47043.31,0.0,1.0,467.0,204693.0,114,70,2017,2.0,1.0,1.0
15768,2018-03-13,1136894,228295.03,115796,93317.63,1.0,1.0,700.0,162095.0,44,33,2016,13.0,3.0,0.0
15769,2018-03-13,1134403,14333.57,40735,14900.00,2.0,2.0,1180.0,102032.0,44,40,2017,1.0,1.0,0.0
15808,2018-03-12,1132719,73468.19,65835,75878.51,2.0,2.0,1025.0,81102.0,33,13,2016,13.0,3.0,1.0
15831,2018-03-12,1132974,270940.93,126442,125300.00,2.0,1.0,952.0,154472.0,33,22,2016,3.0,2.0,1.0
15836,2018-03-12,1132552,210449.83,166100,184000.00,3.0,2.0,1142.0,256400.0,33,31,2017,4.0,2.0,1.0
15839,2018-03-09,1132106,181655.61,142310,217474.76,2.0,2.0,1060.0,168023.0,54,3,2012,5.0,7.0,1.0
15896,2018-03-08,1133038,682388.77,337819,442800.00,3.0,3.0,1486.0,450483.0,68,4,2015,4.0,1.0,1.0
15905,2018-03-07,1134995,58990.19,488000,58990.19,2.0,2.0,1340.0,692669.0,11,3,2012,1.0,6.0,1.0
15918,2018-03-06,1135995,9577.77,100937,9577.77,1.0,1.0,722.0,118309.0,23,21,2017,4.0,1.0,1.0
15921,2018-03-06,1133515,125466.15,102850,129841.84,2.0,2.0,1180.0,107971.0,23,12,2016,2.0,6.0,0.0
15922,2018-03-06,1136001,198354.22,70300,71886.62,1.0,1.0,813.0,95423.0,23,13,2016,7.0,1.0,1.0
15932,2018-03-06,1135886,35142.87,35760,35142.87,0.0,0.0,596.0,195600.0,23,23,2017,1.0,1.0,1.0
15945,2018-03-05,1131483,17108.64,172000,17108.64,4.0,2.0,1716.0,167800.0,72,70,2017,1.0,5.0,0.0
15955,2018-03-05,1132333,400914.55,286400,282400.00,2.0,2.0,1673.0,370539.0,72,5,2012,4.0,6.0,0.0
15995,2018-03-05,1136066,536049.54,250507,327631.33,2.0,2.0,1143.0,352555.0,72,41,2016,5.0,5.0,0.0
16010,2018-03-02,1131110,80224.6,144800,87874.26,2.0,1.0,743.0,140769.0,19,14,2016,7.0,8.0,1.0
16011,2018-03-02,1134038,267996.24,145729,179798.00,1.0,1.0,640.0,261671.0,19,9,2014,6.0,3.0,1.0
16038,2018-03-01,1135208,31534.74,119000,31534.74,2.0,2.0,877.0,272000.0,78,31,2017,1.0,1.0,1.0
16051,2018-02-28,1133799,689045.36,469920,689045.36,0.0,0.0,1424.0,488800.0,48,44,2017,4.0,3.0,0.0
16052,2018-02-28,1134021,312317.91,184303,312317.91,1.0,1.0,856.0,355736.0,48,36,2016,5.0,2.0,0.0
16090,2018-02-27,1119900,244517.72,112000,244517.72,1.0,1.0,680.0,142869.0,17,12,2016,3.0,3.0,0.0
16110,2018-02-26,1132977,1066162.2,570096,699658.03,3.0,2.0,2266.0,767900.0,33,4,2014,4.0,2.0,1.0
16135,2018-02-23,1119692,152609.59,168592,115500.00,1.0,1.0,760.0,171529.0,14,14,2017,4.0,1.0,1.0
16148,2018-02-22,1132089,30081.01,202200,30081.01,2.0,2.0,1143.0,254501.0,26,22,2017,1.0,6.0,0.0
16157,2018-02-22,1133360,187696.95,105500,122000.00,3.0,2.0,1126.0,129094.0,26,26,2017,5.0,1.0,1.0
16174,2018-02-21,1133042,260797.2,22975,76375.00,1.0,1.0,603.0,131452.0,33,5,2010,5.0,2.0,1.0
16177,2018-02-21,1134764,160079.7,122100,162000.00,1.0,1.0,630.0,267300.0,33,20,2016,3.0,2.0,1.0
16185,2018-02-21,1125052,159542.88,120360,159542.88,3.0,2.0,1255.0,156962.0,33,28,2017,4.0,4.0,0.0
16195,2018-02-21,1124998,3852263.1,2504000,3405000.00,4.0,6.0,4141.0,3765120.0,33,27,2017,3.0,2.0,0.0
16221,2018-02-20,1134666,430782.59,150500,220000.00,1.0,1.0,666.0,224000.0,45,29,2016,4.5,1.0,1.0
16226,2018-02-20,1129479,8376.27,142000,8376.27,3.0,2.0,1264.0,183068.0,45,27,2016,1.0,2.0,1.0
16239,2018-02-20,1133176,197411.22,119700,194500.00,1.0,1.0,440.0,185374.0,45,39,2017,3.0,2.0,1.0
16243,2018-02-16,1132569,8062.5,205000,8062.50,2.0,2.0,1010.0,256753.0,44,27,2016,1.0,2.0,1.0
16259,2018-02-16,1132516,204551.13,93441,172564.42,3.0,2.0,1330.0,227470.0,44,32,2016,2.0,1.0,0.0
16279,2018-02-16,1133029,25180.7,340262,25180.70,1.0,1.0,798.0,363443.0,44,28,2016,1.0,1.0,0.0
16283,2018-02-15,1132659,200553.49,106080,144000.00,2.0,2.0,835.0,103041.0,87,29,2017,2.0,1.0,1.0
16355,2018-02-13,1129605,12770.19,115280,12770.19,2.0,2.0,1024.0,151898.0,34,30,2017,1.0,5.0,0.0
16368,2018-02-13,1123289,265616.35,104328,96000.00,1.0,1.0,680.0,144162.0,34,21,2016,3.0,4.0,1.0
16409,2018-02-12,1117547,339993.08,289929,353375.65,1.0,1.0,907.0,444370.0,38,33,2017,5.5,1.0,1.0
16431,2018-02-09,1116894,1184305.42,800000,1184305.42,3.0,2.0,2290.0,3053350.0,32,19,2016,2.0,3.0,0.0
16444,2018-02-08,1131328,203387.4,150200,108471.99,2.0,2.0,970.0,180186.0,73,21,2017,7.0,2.0,1.0
16448,2018-02-08,1118653,925729.28,247500,320000.00,2.0,2.0,1175.0,339716.0,73,15,2016,3.0,1.0,1.0
16449,2018-02-08,1127418,195549.83,169496,145283.98,2.0,2.0,1350.0,211987.0,73,18,2017,6.0,1.0,1.0
16521,2018-02-05,1126061,152794.05,189179,156452.11,2.0,2.0,1165.0,202011.0,34,30,2016,3.0,2.0,0.0
16538,2018-02-05,1115297,205776.97,184000,195790.60,3.0,2.0,1387.0,229351.0,34,29,2016,12.0,1.0,1.0
16540,2018-02-05,1126689,310358.02,195000,196362.90,3.0,2.0,1260.0,227923.0,34,28,2016,5.0,1.0,1.0
16546,2018-02-02,1127576,206902.0,156450,140774.35,2.0,2.0,845.0,186355.0,11,11,2017,2.0,5.0,1.0
16564,2018-02-01,1130978,248666.08,176700,149621.34,1.0,1.0,990.0,246818.0,72,3,2013,5.0,10.0,0.0
16565,2018-02-01,1131381,299775.64,117000,310849.79,2.0,1.0,883.0,147888.0,72,15,2016,3.0,3.0,0.0
16571,2018-02-01,1130981,126400.83,118000,88269.00,2.0,2.0,898.0,343900.0,72,5,2014,3.0,5.0,1.0
16587,2018-01-31,1130346,133415.73,203900,140184.79,0.0,1.0,570.0,249343.0,21,10,2015,9.0,2.0,1.0
16637,2018-01-30,1130603,124917.72,33814,125705.22,2.0,1.0,815.0,91040.0,52,51,2017,2.0,1.0,0.0
16650,2018-01-29,1122295,129698.54,74753,131370.21,2.0,2.0,1110.0,162632.0,38,36,2017,6.0,1.0,1.0
16665,2018-01-29,1125004,300046.64,271547,340502.44,2.0,2.0,1255.0,396598.0,38,7,2013,7.0,10.0,0.0
16684,2018-01-26,1119600,288254.13,130950,288254.13,2.0,1.0,968.0,188658.0,45,29,2016,5.0,3.0,0.0
16695,2018-01-26,1121191,320932.59,155012,227249.00,1.0,1.0,630.0,236550.0,45,41,2017,4.0,2.0,1.0
16701,2018-01-26,1121865,146409.35,136307,146409.35,2.0,2.0,1415.0,172213.0,45,45,2017,6.0,1.0,0.0
16723,2018-01-25,1127830,444289.71,342200,455302.46,3.0,2.0,1840.0,499149.0,28,8,2015,4.0,1.0,1.0
16730,2018-01-25,1113096,324387.81,176000,244354.01,3.0,2.0,1187.0,202892.0,28,9,2016,4.0,1.0,1.0
16740,2018-01-25,1119463,168271.96,89800,120000.00,0.0,1.0,390.0,118765.0,28,20,2016,11.0,3.0,1.0
16762,2018-01-24,1129657,14373.02,99711,14373.02,1.0,1.0,726.0,150096.0,62,8,2011,1.0,2.0,0.0
16765,2018-01-24,1128136,492008.76,158400,189900.00,0.0,0.0,960.0,238700.0,62,5,2010,4.0,5.0,0.0
16770,2018-01-24,1129466,115323.84,154612,115323.84,4.0,2.0,1347.0,206672.0,62,60,2017,6.0,1.0,0.0
16771,2018-01-24,1130328,195423.96,118346,71300.00,1.0,1.0,750.0,238700.0,62,39,2016,9.0,1.0,1.0
16789,2018-01-24,1130343,39923.03,180697,39923.03,2.0,2.0,1050.0,190538.0,62,40,2016,2.0,1.0,1.0
16790,2018-01-24,1119631,402902.8,279367,334700.00,2.0,2.0,1255.0,423100.0,62,17,2014,5.0,2.0,1.0
16797,2018-01-24,1129512,83921.93,242110,87101.93,0.0,0.0,682.0,423100.0,62,54,2017,4.0,2.0,0.0
16814,2018-01-23,1127140,124806.25,84600,83200.00,2.0,2.0,940.0,102835.0,61,37,2016,5.0,1.0,1.0
16816,2018-01-23,1127131,659996.15,224300,511613.94,1.0,1.0,729.0,323131.0,61,19,2014,3.0,1.0,1.0
16819,2018-01-23,1125821,210504.84,212161,212500.00,1.0,1.0,802.0,382400.0,61,60,2017,3.0,1.0,1.0
16841,2018-01-23,1125310,6199.97,200078,9700.00,3.0,2.0,1090.0,241516.0,61,33,2016,1.0,2.0,0.0
16844,2018-01-23,1127819,44767.24,137686,44767.24,0.0,0.0,60.0,378000.0,61,23,2015,4.0,4.0,0.0
16847,2018-01-23,1126704,125012.76,109000,89800.00,1.0,1.0,727.0,133625.0,61,24,2015,16.0,3.0,1.0
16848,2018-01-23,1127259,297453.34,155000,199720.74,1.0,1.0,1005.0,372700.0,61,48,2017,6.0,1.0,1.0
16855,2018-01-23,1134226,173639.12,96300,94000.00,1.0,1.0,547.0,365600.0,61,29,2016,13.0,1.0,1.0
16873,2018-01-22,1125015,190359.34,123600,199799.57,2.0,2.0,1074.0,112500.0,60,33,2016,6.0,5.0,0.0
16880,2018-01-22,1125062,400897.35,190723,176250.00,1.0,2.0,768.0,233820.0,60,52,2017,3.0,1.0,1.0
16913,2018-01-22,1127690,33740.47,140000,33740.47,3.0,2.0,1190.0,169731.0,60,35,2016,1.0,2.0,1.0
16935,2018-01-19,1125592,406156.12,390083,422500.00,2.0,2.0,1290.0,423100.0,54,42,2017,5.0,4.0,0.0
16937,2018-01-19,1125883,269774.45,126521,109350.00,2.0,1.0,1025.0,135572.0,54,35,2016,16.0,1.0,1.0
16947,2018-01-19,1126106,335474.55,165515,217624.70,1.0,1.0,804.0,237143.0,54,12,2013,7.0,1.0,1.0
16950,2018-01-19,1126794,26412.07,124390,26412.07,4.0,3.0,1500.0,236661.0,54,54,2017,2.0,1.0,0.0
16951,2018-01-19,1127269,196977.66,98682,92200.00,1.0,1.0,542.0,114529.0,54,31,2016,3.0,1.0,1.0
16954,2018-01-19,1126812,17037.51,132129,17037.51,1.0,1.0,958.0,223672.0,54,44,2017,1.0,4.0,0.0
16966,2018-01-18,1129806,228418.73,159000,156000.00,2.0,1.0,958.0,191475.0,74,4,2012,4.0,3.0,0.0
16993,2018-01-17,1124619,116567.52,120000,121361.79,2.0,2.0,830.0,162738.0,53,37,2016,3.0,3.0,0.0
16996,2018-01-17,1125048,374919.17,263237,327581.00,3.0,2.0,1380.0,703800.0,53,16,2014,4.0,2.0,1.0
17013,2018-01-17,1127273,173675.44,112035,91586.00,2.0,2.0,980.0,125533.0,53,25,2015,14.0,1.0,1.0
17021,2018-01-17,1124917,314017.46,111720,316713.36,2.0,2.0,956.0,118859.0,53,26,2016,7.0,3.0,0.0
17034,2018-01-16,1123965,314138.88,133000,334995.19,2.0,2.0,1064.0,151187.0,78,43,2016,9.0,6.0,0.0
17050,2018-01-16,1124359,418931.11,200916,253407.73,1.0,1.0,900.0,274066.0,78,55,2016,4.0,1.0,1.0
17055,2018-01-16,1123680,761042.56,497004,509190.52,2.0,3.0,1497.0,648408.0,78,17,2014,4.0,5.0,0.0
17065,2018-01-16,1124231,396673.54,315000,424866.75,3.0,2.0,2490.0,392734.0,78,26,2015,6.0,7.0,0.0
17080,2018-01-16,1123324,236076.47,160000,147057.81,3.0,2.0,1258.0,199766.0,78,15,2013,6.0,6.0,0.0
17117,2018-01-12,1118543,73468.19,65835,69000.00,2.0,2.0,1025.0,79734.0,48,26,2016,13.0,3.0,0.0
17141,2018-01-12,1109364,1066162.2,570096,709496.06,3.0,2.0,2266.0,762600.0,48,8,2014,4.0,2.0,0.0
17161,2018-01-11,1116871,242879.96,111180,116896.50,2.0,2.0,1004.0,144149.0,108,8,2014,10.0,1.0,1.0
17173,2018-01-11,1116895,158775.38,152978,113100.00,3.0,2.0,1548.0,201265.0,108,47,2017,6.0,1.0,1.0
17177,2018-01-11,1115838,17108.64,172000,17108.64,4.0,2.0,1716.0,167300.0,108,49,2017,1.0,5.0,0.0
17178,2018-01-11,1124841,25570.11,123396,25570.11,2.0,2.0,817.0,233700.0,108,34,2016,1.0,1.0,1.0
17189,2018-01-11,1124526,431226.17,181800,216818.52,1.0,1.0,788.0,266326.0,108,28,2016,5.0,1.0,1.0
17192,2018-01-11,1123964,328201.32,120001,104584.79,3.0,2.0,1169.0,222200.0,108,9,2014,8.0,6.0,1.0
17215,2018-01-10,1126450,267135.94,201600,209000.00,0.0,1.0,407.0,351446.0,63,14,2014,7.0,7.0,1.0
17223,2018-01-10,1126847,371357.27,198400,172000.00,1.0,1.0,729.0,260219.0,63,46,2016,6.0,4.0,0.0
17231,2018-01-10,1123699,210449.83,166100,212864.02,3.0,2.0,1142.0,252400.0,63,56,2017,4.0,2.0,0.0
17243,2018-01-10,1127134,45333.09,121300,47785.43,2.0,1.0,985.0,155157.0,63,63,2017,1.0,1.0,1.0
17245,2018-01-10,1127138,42717.58,1157000,42717.58,3.0,4.0,3220.0,1693743.0,63,61,2017,1.0,1.0,0.0
17246,2018-01-10,1123639,235042.94,123170,116700.00,2.0,1.0,891.0,147409.0,63,55,2017,3.0,2.0,0.0
17261,2018-01-09,1114633,295916.91,120096,215900.00,3.0,2.0,1184.0,234210.0,49,15,2015,10.0,2.0,1.0
17265,2018-01-09,1125759,263233.99,134000,264866.18,1.0,1.0,540.0,215075.0,49,49,2017,3.0,1.0,1.0
17275,2018-01-09,1121662,190789.99,146000,201463.65,1.0,1.0,660.0,246314.0,49,29,2016,5.0,1.0,1.0
17276,2018-01-09,1115301,415626.66,140072,156000.00,1.0,1.0,685.0,164580.0,49,25,2016,5.0,1.0,1.0
17284,2018-01-09,1126217,496582.67,292500,306765.00,2.0,2.0,1353.0,367758.0,49,37,2016,5.0,3.0,1.0
17287,2018-01-09,1115211,144802.29,102000,146975.26,1.0,1.0,665.0,126421.0,49,32,2016,6.0,2.0,0.0
17318,2018-01-08,1114080,377815.81,112385,377815.00,2.0,2.0,1050.0,152884.0,97,62,2016,8.0,3.0,1.0
17327,2018-01-08,1114357,71364.23,119288,65415.91,1.0,1.0,712.0,142100.0,97,75,2016,11.0,1.0,1.0
17336,2018-01-08,1114124,282308.98,172860,289904.88,0.0,1.0,551.0,372700.0,97,63,2016,4.5,7.0,0.0
17346,2018-01-08,1126391,626739.01,329717,296484.27,3.0,2.0,1232.0,379942.0,97,7,2009,5.0,2.0,1.0
17361,2018-01-08,1126067,181655.61,142310,215834.61,2.0,2.0,1060.0,166191.0,97,13,2012,5.0,7.0,0.0
17365,2018-01-08,1106373,171047.48,86000,171047.48,1.0,1.0,806.0,147493.0,97,17,2012,10.0,2.0,0.0
17379,2018-01-08,1115310,516963.92,324800,382500.00,2.0,2.0,1800.0,378000.0,97,11,2011,8.0,2.0,0.0
17385,2018-01-08,1114139,543728.0,399600,569000.00,3.0,2.0,1870.0,525908.0,97,5,2009,8.0,4.0,1.0
17387,2018-01-05,1124919,256703.1,152332,301788.47,3.0,2.0,1565.0,229341.0,80,19,2013,7.0,4.0,1.0
17395,2018-01-05,1125045,204413.24,90200,71843.00,2.0,2.0,1175.0,238400.0,80,42,2016,11.0,1.0,1.0
17424,2018-01-05,1122292,204055.81,140004,206029.87,2.0,2.0,950.0,158334.0,80,68,2017,4.0,1.0,1.0
17426,2018-01-05,1122622,314427.15,120000,318621.91,2.0,2.0,782.0,131265.0,80,41,2016,8.0,1.0,1.0
17448,2018-01-05,1125565,448363.87,179000,462398.90,0.0,0.0,762.0,220841.0,80,23,2014,6.0,2.0,1.0
17451,2018-01-05,1122718,167130.69,165000,168723.19,0.0,1.0,787.0,236668.0,80,54,2016,3.0,2.0,1.0
17464,2018-01-04,1108710,154428.08,112300,157604.17,1.0,1.0,895.0,170050.0,101,55,2017,4.0,1.0,1.0
17513,2018-01-03,1123460,356093.93,230000,339000.00,3.0,3.0,1184.0,380022.0,67,42,2016,3.0,1.0,1.0
17525,2018-01-03,1123462,53532.84,105900,53532.84,4.0,3.0,1660.0,129484.0,67,53,2017,6.0,1.0,1.0
17534,2018-01-03,1122483,141225.71,106080,143148.21,2.0,2.0,870.0,90552.0,67,62,2017,4.0,3.0,0.0
17542,2018-01-03,1122709,276874.74,142000,276874.74,3.0,2.0,1264.0,176472.0,67,47,2016,7.0,1.0,1.0
17547,2018-01-03,1123960,23119.87,93035,23119.87,2.0,2.0,1040.0,100849.0,67,56,2017,2.0,1.0,1.0
17559,2018-01-03,1107379,288188.64,107640,293996.23,0.0,0.0,1149.0,134166.0,67,54,2017,6.0,3.0,0.0
17561,2018-01-03,1123640,560324.68,266800,560709.68,1.0,2.0,1310.0,395751.0,67,41,2016,3.0,6.0,1.0
17562,2018-01-03,1123713,345708.06,182000,361666.68,2.0,2.0,980.0,229017.0,67,29,2015,3.0,9.0,0.0
17564,2018-01-03,1107378,451855.44,234738,330000.00,1.0,1.0,729.0,423100.0,67,13,2014,4.0,1.0,1.0
17574,2017-12-15,1117690,23828.79,324928,23828.79,2.0,2.0,1093.0,324916.0,43,39,2017,1.0,2.0,1.0
17624,2017-12-14,1118223,196440.67,206000,183870.00,3.0,2.0,1520.0,247710.0,123,13,2014,4.0,4.0,0.0
17629,2017-12-14,1118189,137634.85,126500,87172.56,2.0,2.0,1025.0,266100.0,123,53,2016,2.0,2.0,1.0
17685,2017-12-13,1121843,31292.4,186900,33684.03,3.0,2.0,1380.0,250457.0,60,59,2017,2.0,2.0,1.0
17688,2017-12-13,1122068,51807.96,301724,33000.00,2.0,2.0,1158.0,417500.0,60,25,2015,1.0,2.0,1.0
17692,2017-12-13,1119198,256856.22,145000,143650.00,2.0,2.0,921.0,176251.0,60,31,2016,4.0,2.0,1.0
17698,2017-12-13,1122489,168500.81,80434,100000.00,0.0,1.0,307.0,247899.0,60,53,2017,6.0,1.0,1.0
17761,2017-12-11,1121668,251682.38,135800,279519.13,2.0,1.0,1156.0,169000.0,29,10,2015,11.0,7.0,0.0
17785,2017-12-08,1119219,810332.5,901444,990426.05,3.0,2.0,2224.0,424300.0,32,13,2015,1.0,6.0,1.0
17786,2017-12-08,1119471,177254.16,149930,129407.81,3.0,2.0,1220.0,183891.0,32,17,2016,4.0,2.0,1.0
17806,2017-12-07,1106355,101696.97,104100,89860.56,1.0,1.0,865.0,141733.0,82,13,2015,5.0,3.0,1.0
17808,2017-12-07,1121434,180094.25,117660,79142.00,2.0,2.0,907.0,122795.0,82,27,2016,3.0,1.0,1.0
17833,2017-12-06,1116164,246998.24,110001,120000.00,2.0,2.0,1069.0,132633.0,25,10,2016,10.0,1.0,1.0
17847,2017-12-06,1121690,113722.26,95354,116622.47,1.0,1.0,740.0,130152.0,25,14,2016,4.0,2.0,1.0
17855,2017-12-05,1093749,1153162.39,806400,976500.00,2.0,2.0,1392.0,290700.0,32,6,2013,4.0,2.0,0.0
17865,2017-12-05,1116089,413205.8,217959,224900.00,2.0,2.0,997.0,252336.0,32,7,2014,5.0,5.0,1.0
17873,2017-12-05,1118818,303172.28,168770,240000.00,0.0,0.0,2411.0,251700.0,32,26,2017,5.0,1.0,1.0
17899,2017-12-04,1105089,152794.05,189179,155434.41,2.0,2.0,1165.0,187874.0,68,56,2016,3.0,2.0,0.0
17917,2017-12-04,1104637,139277.65,105000,75501.67,3.0,2.0,1220.0,115945.0,68,29,2015,3.0,1.0,1.0
17928,2017-12-04,1115316,336652.26,160000,150000.00,3.0,2.0,1660.0,195639.0,68,44,2016,4.0,3.0,0.0
