,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
7148,2019-05-08,1207027,114001.96,183148,115185.75,3.0,2.0,1357.0,5999.0,265274.0,21,19,2018,0.0,7.0,2.0,0.0
7149,2019-05-08,1206590,426656.81,231100,278080.00,1.0,2.0,1290.0,0.0,329382.0,21,15,2017,1.0,4.0,2.0,1.0
7150,2019-05-08,1206804,178494.78,252776,199618.68,3.0,2.0,1662.0,5559.0,355856.0,21,7,2015,0.0,5.0,2.0,1.0
7151,2019-05-08,1200464,404196.19,190720,418973.16,3.0,1.0,1355.0,7875.0,249101.0,21,9,2017,1.0,2.0,4.0,1.0
7152,2019-05-08,1205809,601897.81,414900,508082.05,1.0,1.0,808.0,0.0,466266.0,21,11,2017,1.0,4.0,1.0,1.0
7158,2019-05-08,1207614,200055.64,123760,246517.40,3.0,2.0,1517.0,4800.0,345324.0,21,3,2013,1.0,4.0,2.0,0.0
7161,2019-05-08,1196357,363666.88,219208,375425.05,4.0,3.0,2152.0,4750.0,385877.0,21,12,2017,1.0,3.0,3.0,0.0
7163,2019-05-07,1191256,290028.17,218388,267000.00,3.0,1.0,1716.0,7889.0,286653.0,29,14,2016,1.0,20.0,4.0,0.0
7164,2019-05-07,1200216,475298.7,439886,518606.01,3.0,3.0,3222.0,23958.0,648870.0,29,12,2016,0.0,3.0,4.0,1.0
7168,2019-05-07,1205551,517552.24,357119,511000.00,3.0,1.0,1360.0,5650.0,646636.0,29,20,2017,0.0,5.0,4.0,0.0
7172,2019-05-07,1184894,111540.64,197541,115923.91,4.0,2.0,1200.0,7500.0,252371.0,29,25,2018,0.0,3.0,1.0,1.0
7181,2019-05-07,1207415,6125635.71,4858642,6165574.67,7.0,7.0,13963.0,41185.0,6960513.0,29,6,2014,1.0,5.0,4.0,1.0
7189,2019-05-07,1192571,290447.1,122535,119000.00,0.0,0.0,723.0,0.0,145210.0,29,23,2018,1.0,8.0,1.0,1.0
7194,2019-05-06,1196764,186938.07,119700,117679.49,1.0,1.0,689.0,0.0,129495.0,61,33,2017,1.0,6.0,1.0,1.0
7196,2019-05-06,1201256,616217.88,609141,652407.28,4.0,3.0,4186.0,15350.0,737670.0,61,27,2017,0.0,5.0,9.0,0.0
7198,2019-05-06,1207182,86933.87,82450,82400.00,3.0,1.0,935.0,0.0,240700.0,61,7,2014,1.0,5.0,7.0,1.0
7205,2019-05-06,1202408,308721.45,206911,313856.09,3.0,2.0,1452.0,1451.0,285702.0,61,42,2018,1.0,4.5,1.0,1.0
7207,2019-05-06,1201336,199758.35,177500,172530.00,3.0,2.0,1850.0,2959.0,220400.0,61,37,2017,1.0,4.0,2.0,1.0
7210,2019-05-06,1201176,336652.26,160000,200000.00,3.0,2.0,1660.0,0.0,137290.0,61,14,2016,1.0,4.0,3.0,1.0
7211,2019-05-06,1202889,174059.84,177450,174059.84,2.0,2.0,1102.0,0.0,192154.0,61,56,2018,0.0,4.0,4.0,0.0
7212,2019-05-06,1195773,235461.51,106037,245261.48,3.0,2.0,1580.0,10725.0,263097.0,61,25,2017,1.0,2.0,7.0,0.0
7217,2019-05-06,1188724,127022.54,110292,128012.22,2.0,2.0,1032.0,0.0,149416.0,61,44,2018,1.0,6.0,1.0,0.0
7221,2019-05-06,1205656,707809.94,313161,301400.00,4.0,2.0,2849.0,7194.0,357782.0,61,17,2016,0.0,2.0,2.0,0.0
7222,2019-05-06,1208536,256175.63,301606,230000.00,3.0,2.0,1680.0,8400.0,382880.0,61,57,2018,0.0,2.0,1.0,1.0
7225,2019-05-06,1207026,162359.25,292464,164073.42,3.0,2.0,1735.0,6695.0,373027.0,61,54,2018,1.0,3.0,2.0,0.0
7226,2019-05-06,1206916,376996.85,200346,191070.96,2.0,2.0,935.0,0.0,272517.0,61,18,2016,1.0,6.0,1.0,1.0
7227,2019-05-06,1205452,166675.31,92820,121000.00,1.0,1.0,610.0,0.0,125270.0,61,36,2017,1.0,4.0,1.0,1.0
7230,2019-05-06,1200903,184543.37,147290,162321.62,2.0,2.0,1020.0,0.0,270400.0,61,1,2009,1.0,4.0,3.0,0.0
7231,2019-05-06,1202440,7879.93,128000,7961.92,3.0,2.0,1379.0,0.0,149281.0,61,60,2018,1.0,1.0,1.0,1.0
7238,2019-05-06,1198407,3558401.86,1284495,3673946.86,6.0,5.0,4107.0,14250.0,2102665.0,61,3,2012,0.0,5.0,3.0,1.0
7241,2019-05-06,1200880,272179.68,125600,171000.00,2.0,2.0,940.0,0.0,188860.0,61,43,2018,1.0,2.0,1.0,1.0
7245,2019-05-01,1202743,603440.51,365640,441600.00,2.0,2.0,1318.0,0.0,479498.0,33,15,2017,1.0,3.0,3.0,0.0
7246,2019-05-01,1202901,834394.15,373462,450000.00,5.0,3.0,3082.0,7500.0,481718.0,33,24,2018,0.0,3.0,1.0,1.0
7248,2019-05-01,1206863,172242.3,125000,140000.00,1.0,1.0,777.0,0.0,149014.0,33,7,2016,1.0,52.0,1.0,1.0
7255,2019-05-01,1202910,1171362.45,645600,999900.00,2.0,2.0,1688.0,0.0,797926.0,33,30,2018,1.0,6.0,2.0,0.0
7263,2019-05-01,1203853,361092.54,264191,372063.64,3.0,2.0,1404.0,3320.0,330177.0,33,19,2018,1.0,2.0,8.0,0.0
7266,2019-05-01,1206386,339536.75,414170,339536.75,5.0,4.0,2702.0,7442.0,515935.0,33,8,2016,1.0,1.5,2.0,1.0
7267,2019-05-01,1206592,562832.48,320321,320000.00,3.0,2.0,1608.0,8625.0,478169.0,33,16,2017,0.0,4.0,1.0,1.0
7271,2019-04-30,1205554,393219.09,304095,297500.00,4.0,2.0,2082.0,8832.0,353257.0,41,11,2014,0.0,8.0,3.0,1.0
7272,2019-04-30,1205334,53149.89,214736,73149.89,3.0,2.0,1520.0,2090.0,251330.0,41,24,2017,1.0,5.0,5.0,1.0
7275,2019-04-30,1206403,284595.63,273092,286155.39,1.0,2.0,1091.0,0.0,353295.0,41,34,2018,1.0,5.0,1.0,0.0
7279,2019-04-30,1205547,216020.09,137276,171000.00,1.0,1.0,912.0,0.0,685100.0,41,5,2012,1.0,4.0,2.0,1.0
7280,2019-04-30,1206404,17143.91,118741,17143.91,4.0,2.0,2110.0,2200.0,269354.0,41,18,2016,1.0,1.0,1.0,0.0
7284,2019-04-30,1198288,319815.81,168826,195488.00,3.0,2.0,1087.0,9622.0,358125.0,41,20,2017,0.0,4.0,8.0,0.0
7288,2019-04-30,1205243,232877.06,99360,145000.00,2.0,1.0,784.0,0.0,143830.0,41,41,2018,1.0,3.0,1.0,1.0
7289,2019-04-30,1205290,227639.6,171792,178200.00,3.0,2.0,1926.0,2047.0,224729.0,41,15,2016,1.0,4.5,2.0,0.0
7293,2019-04-30,1196471,434436.49,213200,271000.00,3.0,2.0,1364.0,0.0,269103.0,41,22,2017,1.0,3.0,1.0,1.0
7299,2019-04-30,1206142,353999.9,308955,406460.74,4.0,2.0,2005.0,6134.0,396011.0,41,7,2012,0.0,2.0,3.0,1.0
7300,2019-04-30,1205014,117093.19,127347,95875.00,0.0,0.0,1150.0,0.0,152240.0,41,12,2015,0.0,3.0,3.0,1.0
7308,2019-04-30,1205723,111441.72,227237,121832.06,3.0,1.0,1200.0,10125.0,276241.0,41,21,2017,0.0,11.0,2.0,1.0
7310,2019-04-30,1205304,312262.08,117918,302000.00,3.0,2.0,1403.0,3912.0,306181.0,41,1,2008,0.0,4.0,13.0,0.0
7311,2019-04-30,1203981,614876.73,348546,382000.00,4.0,2.0,2458.0,10919.0,512638.0,41,2,2008,0.0,3.0,2.0,0.0
7315,2019-04-29,1199333,173399.04,50483,143000.00,3.0,2.0,1280.0,0.0,165405.0,65,10,2014,1.0,5.0,5.0,1.0
7325,2019-04-29,1206016,116667.94,115905,107000.00,3.0,2.0,1319.0,14500.0,193124.0,65,65,2018,1.0,5.0,1.0,1.0
7329,2019-04-29,1200143,191584.83,174190,192298.20,1.0,1.0,702.0,0.0,217392.0,65,54,2018,1.0,3.0,2.0,0.0
7336,2019-04-29,1196152,160668.0,93000,163533.44,2.0,2.0,970.0,0.0,131801.0,65,46,2018,1.0,5.0,1.0,1.0
7340,2019-04-29,1206052,737684.42,363789,629000.00,4.0,2.0,2522.0,15330.0,606987.0,65,36,2017,1.0,3.0,3.0,0.0
7344,2019-04-29,1200142,215348.98,120156,111643.36,1.0,1.0,634.0,0.0,144619.0,65,21,2016,1.0,4.0,1.0,1.0
7345,2019-04-29,1199994,106337.85,107078,117522.57,2.0,1.0,1210.0,5400.0,306900.0,65,11,2015,0.0,4.0,10.0,0.0
7346,2019-04-29,1206111,303537.13,113800,130900.00,1.0,1.0,913.0,0.0,363500.0,65,43,2017,1.0,5.0,1.0,1.0
7347,2019-04-29,1206259,330441.09,122993,190000.00,3.0,2.0,1456.0,2000.0,200105.0,65,37,2017,1.0,5.0,4.0,0.0
7350,2019-04-29,1205737,172031.49,96300,81500.00,1.0,1.0,550.0,0.0,117812.0,65,63,2018,1.0,3.0,1.0,1.0
7356,2019-04-29,1199681,428956.44,134949,328000.00,4.0,2.0,2020.0,4500.0,365662.0,65,45,2018,0.0,3.0,3.0,0.0
7365,2019-04-29,1195947,387257.54,294735,393821.26,3.0,2.0,1607.0,6300.0,298350.0,65,32,2017,1.0,5.0,1.0,0.0
7366,2019-04-29,1191853,727623.37,271586,497264.95,5.0,3.0,3367.0,28350.0,253600.0,65,20,2016,0.0,4.0,5.0,0.0
7367,2019-04-29,1199805,121920.59,60690,80000.00,1.0,1.0,840.0,0.0,265000.0,65,38,2017,1.0,6.0,1.0,1.0
7374,2019-04-24,1205458,15113.58,424040,15113.58,2.0,2.0,1134.0,0.0,407800.0,27,25,2018,1.0,1.0,2.0,0.0
7380,2019-04-24,1195442,157447.42,250024,160507.95,3.0,2.0,1326.0,5111.0,323926.0,27,20,2018,1.0,4.0,1.0,0.0
7381,2019-04-24,1205528,33949.01,327000,33949.01,4.0,3.0,2306.0,2275.0,395550.0,27,10,2016,0.0,1.0,2.0,1.0
7387,2019-04-24,1199529,189967.74,215280,193859.54,3.0,2.0,1420.0,0.0,288328.0,27,22,2018,1.0,5.0,3.0,0.0
7401,2019-04-23,1202741,143740.14,226527,149958.62,5.0,2.0,1756.0,7875.0,258679.0,19,19,2018,0.0,3.0,2.0,1.0
7410,2019-04-23,1195597,16055.68,101692,16055.68,1.0,1.0,812.0,0.0,205500.0,19,5,2011,1.0,7.0,1.0,0.0
7412,2019-04-23,1201164,416231.0,240706,288640.00,3.0,2.0,1100.0,7420.0,343944.0,19,2,2010,0.0,9.0,4.0,0.0
7416,2019-04-22,1206841,266415.27,180700,235878.96,1.0,1.0,990.0,0.0,237435.0,68,1,2007,1.0,6.0,1.0,1.0
7419,2019-04-22,1199765,728154.42,411029,362139.00,4.0,2.0,2664.0,7035.0,496293.0,68,24,2016,1.0,3.0,5.0,0.0
7438,2019-04-22,1203840,224929.64,188060,230000.00,2.0,1.0,1025.0,2174.0,254700.0,68,23,2016,1.0,6.0,1.0,1.0
7443,2019-04-22,1198404,421591.19,400024,412000.00,3.0,2.0,1486.0,5250.0,503770.0,68,4,2009,0.0,5.0,8.0,0.0
7444,2019-04-22,1203928,232576.35,330423,235149.88,3.0,2.0,2011.0,5373.0,408997.0,68,67,2018,0.0,2.0,1.0,0.0
7457,2019-04-22,1187241,337022.63,239245,270000.00,3.0,2.0,1903.0,5547.0,289476.0,68,33,2017,1.0,3.0,1.0,1.0
7466,2019-04-22,1205001,533474.3,222620,446500.00,8.0,4.0,2594.0,5000.0,344640.0,68,6,2013,1.0,6.0,5.0,1.0
7467,2019-04-22,1190926,221262.69,67945,87000.00,1.0,1.0,1036.0,0.0,107383.0,68,39,2017,1.0,8.0,1.0,1.0
7473,2019-04-22,1205450,263007.92,154849,145000.00,2.0,1.0,1267.0,7950.0,226665.0,68,38,2017,0.0,9.0,1.0,1.0
7476,2019-04-22,1201326,154037.38,184000,159258.86,4.0,3.0,1837.0,1740.0,222782.0,68,65,2018,1.0,2.0,1.0,0.0
7478,2019-04-17,1200685,283361.29,451513,283361.29,4.0,2.0,2931.0,5610.0,657497.0,27,2,2012,1.0,3.0,3.0,0.0
7479,2019-04-17,1201171,999459.6,641585,782000.00,4.0,3.0,3855.0,33105.6,534400.0,27,4,2015,0.0,4.0,3.0,0.0
7482,2019-04-17,1201331,11931.38,259429,11931.38,5.0,3.0,2924.0,4000.0,315935.0,27,21,2018,1.0,2.0,1.0,1.0
7487,2019-04-17,1200683,422755.67,248954,258240.00,3.0,2.0,1229.0,6696.8,343791.0,27,6,2016,0.0,5.0,8.0,1.0
7489,2019-04-17,1201158,82799.15,107100,87509.08,2.0,1.0,850.0,0.0,163593.0,27,13,2017,0.0,2.0,2.0,1.0
7492,2019-04-17,1194547,872441.83,460113,775000.00,5.0,3.0,3692.0,7225.0,2479048.0,27,24,2018,0.0,4.0,3.0,0.0
7496,2019-04-17,1200157,379933.35,215071,289682.00,3.0,1.0,1048.0,6000.0,311739.0,27,27,2018,0.0,4.0,1.0,1.0
7498,2019-04-17,1200926,1063670.73,791000,1076000.00,0.0,0.0,2120.0,0.0,1111049.0,27,3,2012,1.0,10.0,2.0,1.0
7499,2019-04-17,1202885,258519.65,293605,242100.00,3.0,2.0,1640.0,8625.0,374220.0,27,25,2018,0.0,2.0,1.0,1.0
7500,2019-04-17,1202773,269215.84,121000,109350.00,3.0,2.0,1253.0,1515.0,154682.0,27,10,2016,1.0,3.0,1.0,1.0
7504,2019-04-16,1198236,365763.56,193395,236000.00,2.0,2.0,935.0,0.0,297882.0,15,9,2018,1.0,5.0,5.0,0.0
7506,2019-04-16,1196004,199585.11,236557,208562.69,3.0,2.0,1311.0,8268.0,231137.0,15,11,2018,0.0,4.0,4.0,0.0
7515,2019-04-15,1188072,215472.92,347488,220623.92,3.0,2.0,2360.0,7875.0,325658.0,75,47,2017,0.0,5.0,3.0,0.0
7523,2019-04-15,1202478,57128.15,187470,57128.15,2.0,2.0,1268.0,0.0,292330.0,75,74,2018,1.0,1.0,1.0,1.0
7524,2019-04-15,1200169,112029.03,61079,61600.00,1.0,1.0,620.0,0.0,75806.0,75,41,2017,1.0,8.0,1.0,1.0
7527,2019-04-15,1192430,115331.49,491400,125910.38,3.0,2.0,1290.0,17118.0,513958.0,75,45,2017,0.0,2.0,5.0,0.0
7537,2019-04-15,1185925,254095.05,258688,260497.45,3.0,2.0,1534.0,9165.0,315360.0,75,12,2014,1.0,3.0,1.0,1.0
7539,2019-04-15,1202469,339756.06,154050,297800.00,2.0,1.0,1527.0,8475.0,355303.0,75,13,2014,0.0,1.0,6.0,0.0
7542,2019-04-15,1200473,393601.4,407978,407601.40,4.0,2.0,2605.0,7574.0,508981.0,75,57,2018,1.0,4.0,1.0,1.0
7547,2019-04-15,1179498,838159.19,962262,838159.19,5.0,4.0,2700.0,8012.0,2174213.0,75,27,2016,1.0,4.5,4.0,0.0
7556,2019-04-15,1200153,131684.11,179523,133025.43,2.0,2.0,1488.0,7612.0,230729.0,75,63,2018,1.0,4.0,1.0,1.0
7557,2019-04-15,1184779,556770.65,521054,407113.37,4.0,2.0,1658.0,22950.0,541816.0,75,46,2017,0.0,6.0,1.0,1.0
7558,2019-04-15,1197911,30070.4,59500,31120.90,2.0,2.0,960.0,0.0,90526.0,75,53,2017,1.0,2.0,3.0,0.0
7559,2019-04-15,1200420,191350.9,73008,89000.00,1.0,2.0,861.0,0.0,99354.0,75,70,2018,1.0,6.0,1.0,1.0
7567,2019-04-15,1200203,353180.52,188824,353180.52,3.0,2.0,1188.0,8025.0,271442.0,75,36,2016,1.0,5.0,2.0,0.0
7572,2019-04-15,1199199,225008.9,190394,225008.90,3.0,2.0,1690.0,1495.0,360447.0,75,14,2015,1.0,7.0,5.0,1.0
7578,2019-04-15,1199294,433999.54,204081,329424.56,4.0,2.0,1985.0,7370.0,409149.0,75,30,2016,1.0,5.0,5.0,0.0
7579,2019-04-15,1202441,781154.86,390700,786958.66,3.0,3.0,1600.0,0.0,363500.0,75,6,2013,1.0,3.0,1.0,1.0
7607,2019-04-10,1202410,289037.42,230452,151599.71,3.0,2.0,1868.0,7950.0,294886.0,33,31,2018,0.0,1.0,1.0,1.0
7610,2019-04-10,1189822,480248.29,283627,348445.00,4.0,3.0,2118.0,2120.0,416842.0,33,25,2018,1.0,5.0,1.0,1.0
7615,2019-04-09,1200937,447416.06,99594,222750.00,3.0,2.0,1502.0,5250.0,286643.0,24,10,2017,0.0,4.0,3.0,0.0
7618,2019-04-09,1200673,207755.41,233576,220000.00,3.0,2.0,1231.0,8250.0,269743.0,24,11,2017,0.0,3.0,4.0,1.0
7619,2019-04-09,1191764,376538.03,264002,294888.00,3.0,2.0,1357.0,7500.0,364773.0,24,8,2016,1.0,4.0,5.0,1.0
7623,2019-04-09,1200598,789137.45,432671,947488.51,3.0,2.0,2052.0,10835.24,518514.0,24,1,2012,0.0,4.0,15.0,0.0
7632,2019-04-09,1191759,288085.68,185816,313043.55,0.0,1.0,795.0,0.0,407800.0,24,4,2015,1.0,8.0,5.0,0.0
7635,2019-04-08,1196344,57792.54,103000,2000.00,1.0,1.0,887.0,0.0,126956.0,86,17,2015,1.0,3.0,3.0,1.0
7644,2019-04-08,1199131,541999.79,522345,541999.79,2.0,2.0,1260.0,0.0,665327.0,86,35,2016,1.0,12.0,1.0,1.0
7645,2019-04-08,1197984,209032.04,198000,210989.61,3.0,2.0,1289.0,1119.0,255182.0,86,70,2018,1.0,7.0,1.0,1.0
7647,2019-04-08,1199107,188153.66,146300,170000.00,2.0,1.0,880.0,8025.0,200258.0,86,67,2018,0.0,2.0,2.0,1.0
7650,2019-04-08,1200218,315390.91,284557,329628.90,3.0,2.0,1533.0,5905.0,363537.0,86,32,2016,0.0,2.0,4.0,1.0
7653,2019-04-08,1198015,551329.33,258936,329900.00,2.0,2.0,1214.0,0.0,341508.0,86,10,2014,1.0,7.0,6.0,0.0
7654,2019-04-08,1196198,596208.97,223496,249375.00,2.0,1.0,1334.0,6045.0,308600.0,86,22,2015,0.0,6.0,3.0,0.0
7660,2019-04-08,1187718,62760.54,180000,65817.48,2.0,2.0,1060.0,0.0,233995.0,86,42,2017,1.0,3.0,1.0,1.0
7661,2019-04-08,1191477,657947.93,285000,326111.02,3.0,2.0,2080.0,2080.0,382912.0,86,6,2012,1.0,7.0,5.0,1.0
7663,2019-04-08,1196755,383417.59,359279,387529.60,4.0,3.0,1989.0,9245.0,492229.0,86,84,2018,1.0,2.0,1.0,0.0
7682,2019-04-08,1188158,54711.7,149445,56431.28,2.0,1.0,832.0,5000.0,196436.0,86,19,2015,0.0,5.0,1.0,1.0
7685,2019-04-08,1196757,257559.74,218476,260216.77,2.0,1.0,1215.0,6000.0,309456.0,86,45,2017,0.0,7.0,1.0,1.0
7689,2019-04-08,1198011,12510.68,277000,9556.69,3.0,2.0,1605.0,1631.0,334581.0,86,76,2018,1.0,2.0,3.0,0.0
7693,2019-04-08,1196212,349956.44,164386,349956.44,3.0,3.0,2864.0,12744.0,342412.0,86,13,2014,1.0,3.0,3.0,0.0
7694,2019-04-08,1191901,337553.98,249258,337553.98,3.0,2.0,1170.0,4122.0,314883.0,86,30,2016,0.0,20.0,7.0,0.0
7700,2019-04-08,1198996,745325.8,513544,451000.00,3.0,2.0,2936.0,18360.0,678171.0,86,56,2017,1.0,7.0,2.0,1.0
7701,2019-04-08,1192731,636236.83,229999,310000.00,3.0,2.0,1298.0,7600.0,390200.0,86,38,2016,0.0,11.0,1.0,1.0
7702,2019-04-08,1193574,357247.59,159874,330600.00,4.0,3.0,2070.0,8025.0,384759.0,86,53,2017,0.0,1.0,2.0,0.0
7703,2019-04-08,1199203,228901.29,268900,234009.19,1.0,2.0,1214.0,0.0,368852.0,86,82,2018,1.0,4.0,2.0,1.0
7708,2019-04-08,1200472,833263.32,368828,684000.00,2.0,2.0,2651.0,11389.6,654694.0,86,3,2010,0.0,6.0,2.0,0.0
7713,2019-04-08,1196428,288337.72,233281,220000.00,3.0,1.0,1526.0,10000.0,266000.0,86,21,2015,1.0,6.5,4.0,0.0
7714,2019-04-03,1200474,339157.06,218358,232750.00,3.0,2.0,2214.0,6396.0,278647.0,57,33,2017,1.0,2.0,1.0,1.0
7722,2019-04-03,1186473,195953.79,236020,185000.00,3.0,2.0,1126.0,6000.0,341577.0,57,45,2018,0.0,2.0,1.0,1.0
7724,2019-04-03,1200174,205185.69,113000,136000.00,2.0,1.0,665.0,0.0,142532.0,57,51,2018,1.0,3.0,1.0,1.0
7733,2019-04-03,1201052,1296074.64,466657,294768.00,4.0,3.0,3067.0,66211.2,506430.0,57,12,2014,0.0,4.0,1.0,1.0
7734,2019-04-03,1202477,228650.65,155500,134900.00,3.0,3.0,1428.0,1800.0,187116.0,57,16,2015,1.0,12.0,2.0,1.0
7735,2019-04-03,1200162,340007.43,200945,228000.00,4.0,2.0,2250.0,10800.0,292724.0,57,8,2014,0.0,9.0,1.0,1.0
7736,2019-04-03,1187229,507504.26,131000,155625.00,0.0,0.0,1162.0,0.0,281900.0,57,26,2016,1.0,4.0,4.0,0.0
7738,2019-04-03,1200161,735752.01,655148,740730.61,4.0,2.0,3456.0,37897.2,807335.0,57,55,2018,1.0,3.0,3.0,1.0
7748,2019-04-03,1200168,250173.89,253000,250750.00,4.0,2.0,2201.0,2337.0,309176.0,57,48,2018,1.0,5.0,1.0,1.0
7749,2019-04-03,1202894,178839.47,274409,202046.55,0.0,0.0,2880.0,9768.0,235900.0,57,19,2016,0.0,5.0,3.0,1.0
7753,2019-04-03,1187880,392444.41,235249,258100.00,1.0,1.0,997.0,0.0,215270.0,57,30,2017,1.0,7.0,3.0,0.0
7754,2019-04-03,1199793,269354.26,91463,280641.09,2.0,2.0,917.0,0.0,148317.0,57,7,2014,1.0,6.0,3.0,1.0
7755,2019-04-03,1199802,27194.3,196924,3772.86,2.0,2.0,1704.0,5623.0,241791.0,57,44,2017,1.0,2.0,4.0,1.0
7757,2019-04-03,1198931,233047.49,112141,190460.00,0.0,1.0,481.0,0.0,217730.0,57,54,2018,1.0,3.0,1.0,1.0
7760,2019-04-03,1199204,12928.98,201200,12928.98,4.0,3.0,1736.0,2396.0,255999.0,57,37,2017,1.0,1.0,2.0,0.0
7762,2019-04-03,1191068,597044.91,376287,626812.24,5.0,3.0,3000.0,15000.0,606620.0,57,29,2017,1.0,2.0,3.0,0.0
7767,2019-04-02,1199635,214325.6,51966,158206.26,3.0,1.0,1170.0,5550.0,225245.0,24,2,2012,0.0,1.0,1.0,0.0
7772,2019-04-02,1199991,344176.48,144382,263000.00,3.0,1.0,1274.0,7774.0,374397.0,24,6,2015,0.0,6.0,3.0,0.0
7773,2019-04-02,1199533,86933.87,82450,76700.00,3.0,1.0,935.0,0.0,239600.0,24,4,2014,1.0,5.0,7.0,0.0
7777,2019-04-02,1200146,146313.81,97500,127500.00,0.0,1.0,420.0,0.0,129587.0,24,20,2018,0.0,4.0,1.0,1.0
7780,2019-04-02,1187652,367136.94,205000,261000.00,2.0,2.0,1010.0,0.0,258123.0,24,15,2017,1.0,7.0,1.0,1.0
7804,2019-04-01,1186482,266677.51,190826,199900.00,2.0,1.0,926.0,0.0,292944.0,80,54,2018,1.0,5.0,1.0,1.0
7805,2019-04-01,1197825,675479.21,311239,369913.90,4.0,3.0,1819.0,4433.0,393856.0,80,25,2017,1.0,6.0,2.0,1.0
7806,2019-04-01,1195934,480187.3,319417,485678.94,3.0,1.0,1800.0,8480.0,413671.0,80,41,2017,0.0,3.0,1.0,1.0
7814,2019-04-01,1199807,303257.9,118944,156000.00,2.0,2.0,1141.0,0.0,179867.0,80,43,2017,1.0,4.0,1.0,1.0
7821,2019-04-01,1199810,227063.23,176675,65000.00,4.0,2.0,1072.0,5952.0,234991.0,80,78,2018,1.0,6.0,1.0,1.0
7823,2019-04-01,1199812,236016.74,179375,237735.22,1.0,1.0,759.0,0.0,800900.0,80,77,2018,1.0,3.0,1.0,0.0
7824,2019-04-01,1194977,223656.19,162726,86125.00,2.0,1.0,1024.0,5250.0,184694.0,80,30,2017,0.0,2.0,3.0,1.0
7839,2019-04-01,1186576,300235.0,205000,264000.00,4.0,2.0,1814.0,8305.0,280163.0,80,38,2017,0.0,2.0,2.0,1.0
7841,2019-04-01,1194819,307041.95,239762,229460.00,3.0,2.0,1784.0,8062.0,299627.0,80,28,2017,0.0,3.0,2.0,1.0
7846,2019-04-01,1197640,231483.29,200350,193500.00,3.0,1.0,912.0,10150.0,239616.0,80,64,2018,0.0,5.0,2.0,1.0
7853,2019-04-01,1197783,441924.07,337748,400500.00,3.0,1.0,1808.0,9525.0,458582.0,80,3,2012,0.0,8.0,4.0,0.0
7857,2019-04-01,1197584,198403.82,193810,228816.75,4.0,4.0,1782.0,7000.0,240070.0,80,7,2013,0.0,8.0,3.0,0.0
7858,2019-04-01,1195233,140393.14,286193,154793.14,3.0,2.0,2093.0,7482.92,368979.0,80,31,2017,1.0,5.0,4.0,0.0
7859,2019-04-01,1198320,416312.41,201641,266000.00,3.0,2.0,1223.0,2883.0,286789.0,80,44,2017,1.0,4.0,1.0,1.0
7861,2019-04-01,1195165,1241165.72,571392,1530286.52,4.0,3.0,3605.0,27677.0,764956.0,80,5,2012,0.0,5.0,9.0,0.0
7862,2019-04-01,1195365,152104.12,115327,176094.20,3.0,2.0,2038.0,6660.0,308276.0,80,17,2016,0.0,4.0,2.0,0.0
7864,2019-03-27,1198989,317662.13,189482,219830.00,1.0,1.0,762.0,0.0,367000.0,45,35,2018,1.0,4.0,1.0,1.0
7866,2019-03-27,1197729,241203.22,233794,269000.00,3.0,2.0,1741.0,10000.0,343400.0,45,6,2012,1.0,4.0,4.0,1.0
7867,2019-03-27,1198966,144726.03,64050,61920.00,2.0,2.0,1041.0,0.0,77095.0,45,30,2017,1.0,6.0,1.0,1.0
7868,2019-03-27,1197727,2197876.05,1871759,2375000.00,3.0,3.0,2640.0,0.0,2791890.0,45,19,2016,1.0,7.0,3.0,1.0
7872,2019-03-27,1197424,299432.8,354282,351494.86,3.0,2.0,1798.0,6006.28,478954.0,45,11,2014,0.0,6.0,4.0,1.0
7878,2019-03-27,1197730,141738.62,141141,109900.00,3.0,1.0,998.0,5500.0,199238.0,45,10,2013,0.0,3.0,3.0,1.0
7882,2019-03-27,1196741,876841.55,490304,918165.09,4.0,4.0,2889.0,8625.0,649760.0,45,29,2017,1.0,4.0,5.0,0.0
7884,2019-03-27,1196756,207654.42,189364,209382.42,3.0,2.0,1976.0,7480.0,363693.0,45,23,2017,0.0,5.0,1.0,0.0
7886,2019-03-27,1199118,205093.33,135000,165000.00,2.0,2.0,1170.0,0.0,169530.0,45,40,2018,1.0,6.0,1.0,1.0
7887,2019-03-27,1198319,711069.55,698600,716248.99,2.0,2.0,1097.0,0.0,648916.0,45,41,2018,1.0,5.0,1.0,1.0
7889,2019-03-27,1198589,196077.7,180703,197821.47,2.0,1.0,1162.0,7500.0,244549.0,45,13,2016,0.0,7.0,1.0,1.0
7890,2019-03-27,1197614,353730.91,340286,287220.00,3.0,2.0,1225.0,5614.0,360931.0,45,8,2012,1.0,5.0,6.0,1.0
7893,2019-03-27,1197648,681810.68,442095,437750.00,3.0,2.0,1453.0,0.0,671195.0,45,34,2018,1.0,5.0,2.0,1.0
7899,2019-03-27,1197602,400832.63,269390,354200.00,2.0,2.0,1144.0,0.0,413521.0,45,7,2012,1.0,4.0,1.0,1.0
7905,2019-03-26,1194788,764681.52,548101,1271705.36,4.0,3.0,2720.0,14767.0,675903.0,22,1,2007,0.0,3.0,7.0,1.0
