,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
15209,2018-04-04,1143235,207405.43,267510,202683.92,2.0,2.0,1218.0,0.0,340496.0,29,11,2015,0.0,7.0,4.0,0.0
15216,2018-04-04,1140718,406156.12,390083,439556.12,2.0,2.0,1290.0,0.0,421900.0,29,25,2017,1.0,5.0,4.0,1.0
15223,2018-04-04,1140475,75900.23,87700,78349.59,3.0,2.0,1150.0,0.0,156697.0,29,7,2015,1.0,11.0,6.0,0.0
15224,2018-04-04,1141602,323531.43,106500,114496.98,3.0,2.0,1509.0,1354.0,142890.0,29,1,2013,1.0,4.0,6.0,1.0
15226,2018-04-04,1141187,21052.58,17982,21052.58,1.0,1.0,688.0,0.0,59740.0,29,29,2017,1.0,3.0,1.0,0.0
15227,2018-04-04,1140955,250413.65,56793,99700.00,2.0,2.0,870.0,0.0,154590.0,29,3,2014,1.0,4.0,6.0,0.0
15231,2018-04-03,1140169,186273.65,205000,194686.49,3.0,2.0,1313.0,0.0,247523.0,10,10,2017,1.0,7.0,3.0,1.0
15238,2018-04-03,1137398,60711.39,66950,61264.23,2.0,1.0,1075.0,0.0,89800.0,10,9,2016,1.0,3.0,1.0,1.0
15239,2018-04-03,1136363,211981.03,158700,153000.00,3.0,2.0,1550.0,0.0,168561.0,10,7,2016,1.0,5.0,2.0,1.0
15244,2018-04-02,1136917,225694.05,230000,241400.00,2.0,2.0,1276.0,0.0,333799.0,44,38,2017,1.0,10.0,1.0,1.0
15247,2018-04-02,1122436,109690.42,192602,110160.00,2.0,1.0,1345.0,11672.5,199909.0,44,23,2016,1.0,12.0,5.0,0.0
15248,2018-04-02,1126224,647438.94,271052,336315.30,3.0,2.0,2144.0,9350.0,443255.0,44,30,2016,1.0,3.0,3.0,0.0
15250,2018-04-02,1136716,169883.2,93450,52885.94,2.0,1.0,860.0,0.0,160000.0,44,35,2016,1.0,5.0,1.0,1.0
15253,2018-04-02,1140450,338778.42,337583,341378.71,3.0,2.0,2021.0,7500.0,406382.0,44,34,2016,1.0,3.0,1.0,1.0
15256,2018-04-02,1126280,413989.14,205721,227415.50,4.0,2.0,1738.0,1.0,241667.0,44,37,2016,1.0,7.0,4.0,0.0
15264,2018-04-02,1136129,106337.85,107078,110113.41,2.0,1.0,1210.0,5400.0,273600.0,44,17,2015,0.0,4.0,10.0,0.0
15265,2018-04-02,1126220,564976.29,246199,564976.29,2.0,1.0,1408.0,8340.0,289821.0,44,42,2017,0.0,7.0,3.0,0.0
15269,2018-04-02,1140919,342222.07,183912,344421.78,4.0,3.0,1958.0,6750.0,378177.0,44,26,2016,0.0,5.0,1.0,0.0
15270,2018-04-02,1125814,504081.0,311002,369985.68,4.0,2.0,2168.0,4360.0,372441.0,44,10,2014,1.0,5.0,6.0,0.0
15277,2018-04-02,1137407,151734.55,91395,75000.00,1.0,1.0,528.0,9000.0,143889.0,44,19,2015,0.0,2.0,2.0,1.0
15279,2018-04-02,1139988,340539.32,331296,276615.00,4.0,3.0,2203.0,6338.0,391338.0,44,9,2013,1.0,4.0,7.0,0.0
15285,2018-03-29,1139400,147737.02,115000,58500.00,2.0,1.0,1200.0,4794.0,97706.0,27,16,2016,1.0,4.0,3.0,0.0
15300,2018-03-29,1138407,536661.47,302470,273750.00,6.0,4.0,3379.0,6000.0,325500.0,27,8,2014,1.0,11.0,1.0,1.0
15309,2018-03-28,1139135,176839.98,255161,176839.98,3.0,2.0,1398.0,3405.0,320313.0,33,27,2017,0.0,2.0,1.0,1.0
15310,2018-03-28,1138941,345708.06,182000,351167.54,2.0,2.0,980.0,0.0,233145.0,33,13,2015,1.0,3.0,9.0,0.0
15313,2018-03-28,1138752,18234.97,87892,18234.97,3.0,2.0,1325.0,0.0,196380.0,33,33,2017,1.0,1.0,1.0,0.0
15318,2018-03-28,1139123,351458.05,145043,105300.00,4.0,2.0,1188.0,6000.0,186034.0,33,21,2016,0.0,6.0,1.0,1.0
15319,2018-03-28,1125793,277793.61,201650,277300.00,3.0,1.0,1849.0,8740.0,370106.0,33,28,2017,1.0,3.0,1.0,0.0
15320,2018-03-28,1139384,560324.68,266800,560604.68,1.0,2.0,1310.0,0.0,392883.0,33,19,2016,1.0,3.0,6.0,0.0
15321,2018-03-28,1140354,142029.27,119518,157794.38,3.0,2.0,1589.0,7500.0,258169.0,33,6,2013,0.0,2.0,6.0,0.0
