,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
7350,2019-04-29,1205737,172031.49,96300,81500.00,1.0,1.0,550.0,117812.0,65,63,2018,3.0,1.0,81600.0
7367,2019-04-29,1199805,121920.59,60690,80000.00,1.0,1.0,840.0,265000.0,65,38,2017,6.0,1.0,200.0
7416,2019-04-22,1206841,266415.27,180700,235878.96,1.0,1.0,990.0,237435.0,68,1,2007,6.0,1.0,102900.0
7467,2019-04-22,1190926,221262.69,67945,87000.00,1.0,1.0,1036.0,107383.0,68,39,2017,8.0,1.0,5100.0
7489,2019-04-17,1201158,82799.15,107100,87509.08,2.0,1.0,850.0,163593.0,27,13,2017,2.0,2.0,150100.0
7498,2019-04-17,1200926,1063670.73,791000,1076000.00,0.0,0.0,2120.0,1111049.0,27,3,2012,10.0,2.0,12100.0
7523,2019-04-15,1202478,57128.15,187470,57128.15,2.0,2.0,1268.0,292330.0,75,74,2018,1.0,1.0,10100.0
7524,2019-04-15,1200169,112029.03,61079,61600.00,1.0,1.0,620.0,75806.0,75,41,2017,8.0,1.0,200.0
7559,2019-04-15,1200420,191350.9,73008,89000.00,1.0,2.0,861.0,99354.0,75,70,2018,6.0,1.0,200.0
7579,2019-04-15,1202441,781154.86,390700,786958.66,3.0,3.0,1600.0,363500.0,75,6,2013,3.0,1.0,350100.0
7635,2019-04-08,1196344,57792.54,103000,2000.00,1.0,1.0,887.0,126956.0,86,17,2015,3.0,3.0,10100.0
7644,2019-04-08,1199131,541999.79,522345,541999.79,2.0,2.0,1260.0,665327.0,86,35,2016,12.0,1.0,5100.0
7660,2019-04-08,1187718,62760.54,180000,65817.48,2.0,2.0,1060.0,233995.0,86,42,2017,3.0,1.0,300.0
7703,2019-04-08,1199203,228901.29,268900,234009.19,1.0,2.0,1214.0,368852.0,86,82,2018,4.0,2.0,265100.0
7724,2019-04-03,1200174,205185.69,113000,136000.00,2.0,1.0,665.0,142532.0,57,51,2018,3.0,1.0,200.0
7754,2019-04-03,1199793,269354.26,91463,280641.09,2.0,2.0,917.0,148317.0,57,7,2014,6.0,3.0,64800.0
7757,2019-04-03,1198931,233047.49,112141,190460.00,0.0,1.0,481.0,217730.0,57,54,2018,3.0,1.0,21100.0
7777,2019-04-02,1200146,146313.81,97500,127500.00,0.0,1.0,420.0,129587.0,24,20,2018,4.0,1.0,200.0
7780,2019-04-02,1187652,367136.94,205000,261000.00,2.0,2.0,1010.0,258123.0,24,15,2017,7.0,1.0,600.0
7804,2019-04-01,1186482,266677.51,190826,199900.00,2.0,1.0,926.0,292944.0,80,54,2018,5.0,1.0,200000.0
7814,2019-04-01,1199807,303257.9,118944,156000.00,2.0,2.0,1141.0,179867.0,80,43,2017,4.0,1.0,600.0
7864,2019-03-27,1198989,317662.13,189482,219830.00,1.0,1.0,762.0,367000.0,45,35,2018,4.0,1.0,228200.0
7867,2019-03-27,1198966,144726.03,64050,61920.00,2.0,2.0,1041.0,77095.0,45,30,2017,6.0,1.0,2100.0
7868,2019-03-27,1197727,2197876.05,1871759,2375000.00,3.0,3.0,2640.0,2791890.0,45,19,2016,7.0,3.0,100.0
7886,2019-03-27,1199118,205093.33,135000,165000.00,2.0,2.0,1170.0,169530.0,45,40,2018,6.0,1.0,115700.0
7887,2019-03-27,1198319,711069.55,698600,716248.99,2.0,2.0,1097.0,648916.0,45,41,2018,5.0,1.0,716300.0
7893,2019-03-27,1197648,681810.68,442095,437750.00,3.0,2.0,1453.0,671195.0,45,34,2018,5.0,2.0,437800.0
7899,2019-03-27,1197602,400832.63,269390,354200.00,2.0,2.0,1144.0,413521.0,45,7,2012,4.0,1.0,200.0
7908,2019-03-26,1198517,39490.87,226100,59478.75,1.0,1.0,1026.0,368021.0,22,16,2017,2.0,4.0,300.0
8007,2019-03-19,1197982,278726.6,143373,180000.00,1.0,1.0,617.0,187503.0,28,27,2018,3.0,1.0,15400.0
8045,2019-03-18,1196426,113450.05,113100,114890.27,1.0,1.0,745.0,181543.0,78,45,2017,5.0,1.0,77800.0
8057,2019-03-18,1195174,597504.53,331600,364000.00,2.0,2.0,1425.0,447331.0,78,6,2014,4.0,5.0,180100.0
8058,2019-03-18,1196691,533393.13,278996,317000.00,1.0,2.0,1030.0,329051.0,78,71,2018,4.0,1.0,246100.0
8059,2019-03-18,1192696,172142.01,97242,118526.65,0.0,1.0,660.0,149103.0,78,27,2016,2.0,2.0,18100.0
8072,2019-03-18,1184811,89746.5,105652,92002.54,1.0,1.0,628.0,401000.0,78,3,2012,9.0,1.0,105600.0
8091,2019-03-13,1196775,33273.64,66950,33474.99,2.0,1.0,1075.0,91826.0,17,4,2014,11.0,6.0,44800.0
8098,2019-03-13,1189876,141102.18,111500,115202.50,0.0,0.0,918.0,167000.0,17,10,2017,2.5,1.0,118100.0
8110,2019-03-12,1195166,317433.35,275700,340000.00,2.0,2.0,1190.0,391084.0,22,16,2017,3.0,2.0,239100.0
8128,2019-03-11,1197560,183565.5,698600,70000.00,2.0,2.0,1097.0,648916.0,87,71,2018,3.0,2.0,100000.0
8209,2019-03-06,1196206,147887.13,150000,142400.00,2.0,2.0,1140.0,183312.0,52,31,2017,3.0,1.0,125100.0
8240,2019-03-06,1194381,95191.04,61140,30000.00,2.0,2.0,1077.0,164429.0,52,24,2017,3.0,3.0,300.0
8259,2019-03-05,1195018,133839.76,98328,106717.50,1.0,1.0,846.0,131520.0,22,7,2017,13.0,2.0,6100.0
8261,2019-03-05,1196154,149468.61,149400,150734.94,2.0,2.0,925.0,184006.0,22,12,2018,3.0,1.0,120100.0
8270,2019-03-04,1194404,9287.77,162750,12296.80,3.0,2.0,1325.0,198651.0,72,59,2017,2.0,3.0,12300.0
8277,2019-03-04,1194358,226238.16,247864,190000.00,2.0,2.0,791.0,416366.0,72,69,2018,3.0,1.0,216000.0
8295,2019-03-04,1190046,80224.6,144800,92609.66,2.0,1.0,743.0,150862.0,72,35,2016,7.0,8.0,100300.0
8321,2019-03-04,1181263,260287.68,118000,149000.00,2.0,1.0,870.0,142753.0,72,54,2017,5.0,1.0,100.0
8335,2019-02-27,1182779,141458.02,111000,140000.00,1.0,1.0,787.0,137974.0,41,18,2017,13.0,1.0,200.0
8338,2019-02-27,1195029,137899.16,160650,138900.13,2.0,2.0,1030.0,191042.0,41,37,2018,9.0,1.0,139000.0
8345,2019-02-27,1194971,155236.74,140000,153120.00,2.0,2.0,870.0,173336.0,41,22,2017,5.0,1.0,12100.0
8351,2019-02-27,1182073,314005.56,253000,280000.00,1.0,1.0,710.0,299765.0,41,8,2015,10.0,1.0,100.0
8373,2019-02-26,1190368,65673.59,153000,69142.59,2.0,2.0,824.0,176906.0,47,36,2018,7.0,1.0,150200.0
8399,2019-02-26,1194973,438311.93,204584,240200.00,2.0,2.0,1000.0,290830.0,47,20,2016,7.0,1.0,67800.0
8406,2019-02-26,1193335,151785.63,132407,147000.00,2.0,2.0,856.0,155633.0,47,33,2017,7.0,1.0,1100.0
8411,2019-02-26,1194912,365388.75,230100,200000.00,3.0,2.0,1740.0,273838.0,47,47,2018,4.0,1.0,201200.0
8436,2019-02-25,1191855,35832.7,255700,43590.04,1.0,1.0,988.0,352314.0,65,57,2018,1.0,2.0,300.0
8447,2019-02-25,1176831,682417.29,225000,340000.00,0.0,1.0,500.0,260100.0,65,14,2015,4.0,1.0,100.0
8463,2019-02-25,1181302,459530.82,318000,426000.00,3.0,2.0,1264.0,522784.0,65,43,2017,2.0,1.0,2100.0
8464,2019-02-25,1192643,11703.52,203900,13500.00,1.0,1.0,600.0,244387.0,65,62,2018,2.0,2.0,55100.0
8485,2019-02-20,1190971,291811.63,137000,163800.00,3.0,2.0,1230.0,173709.0,54,36,2017,7.0,1.0,100.0
8506,2019-02-20,1192948,266708.84,100430,93452.15,1.0,1.0,974.0,121044.0,54,7,2012,4.0,1.0,90100.0
8541,2019-02-19,1192493,94347.71,80600,115059.89,0.0,0.0,584.0,120789.0,82,11,2014,4.0,2.0,20100.0
8547,2019-02-19,1175650,700504.47,459400,536337.14,2.0,2.0,1197.0,516060.0,82,39,2016,7.0,1.0,150100.0
8553,2019-02-19,1190339,273426.92,263000,242000.00,2.0,2.0,1244.0,345205.0,82,81,2018,3.0,1.0,250100.0
8613,2019-02-13,1193340,430045.44,335000,361760.34,1.0,1.0,776.0,375473.0,20,5,2017,3.0,1.0,225100.0
8619,2019-02-12,1192850,14249.15,91290,14249.15,2.0,2.0,940.0,116374.0,21,21,2018,3.0,1.0,14300.0
8621,2019-02-12,1191537,560324.68,266800,560324.68,1.0,2.0,1310.0,364538.0,21,4,2016,3.0,6.0,168000.0
8630,2019-02-12,1192644,52094.18,134246,52094.18,2.0,2.0,780.0,159661.0,21,20,2018,1.0,1.0,5100.0
8644,2019-02-11,1192550,158212.22,125000,159382.92,2.0,2.0,845.0,156642.0,58,42,2017,4.0,1.0,100.0
8648,2019-02-11,1179105,545180.14,274100,310250.00,2.0,2.0,950.0,407216.0,58,25,2016,7.0,1.0,100.0
8658,2019-02-11,1191075,334613.69,176900,281000.00,0.0,1.0,552.0,229729.0,58,45,2017,4.0,1.0,182200.0
8679,2019-02-11,1189011,49425.01,95000,49425.01,2.0,2.0,1040.0,126162.0,58,32,2016,1.0,2.0,50200.0
8687,2019-02-11,1187703,157052.54,207000,160266.68,3.0,2.0,1207.0,255421.0,58,49,2018,6.0,2.0,186100.0
8691,2019-02-11,1191077,157414.01,146300,156581.15,0.0,0.0,1300.0,231104.0,58,57,2018,2.0,1.0,156600.0
8750,2019-02-04,1188344,126615.71,105000,86830.21,1.0,1.0,870.0,171847.0,65,11,2015,5.0,2.0,90800.0
8771,2019-02-04,1190955,284675.84,223850,202000.00,3.0,2.0,1550.0,268320.0,65,56,2018,6.0,1.0,600.0
8849,2019-01-28,1184555,632629.99,406805,358275.00,3.0,2.0,1427.0,409742.0,75,56,2017,7.0,2.0,5100.0
8869,2019-01-28,1186465,666373.76,233783,229500.00,1.0,1.0,760.0,315646.0,75,51,2017,5.0,1.0,229600.0
8871,2019-01-28,1176444,273690.0,116437,147654.58,2.0,2.0,1224.0,175355.0,75,18,2016,11.0,1.0,1100.0
8898,2019-01-28,1189841,233025.23,228950,234891.47,1.0,1.0,825.0,273937.0,75,74,2018,1.0,1.0,100.0
8943,2019-01-22,1184550,201121.54,135000,157500.00,2.0,2.0,1093.0,171406.0,126,116,2018,7.0,1.0,100.0
8959,2019-01-22,1185519,114133.48,220000,114808.48,1.0,1.0,690.0,296670.0,126,13,2012,1.0,2.0,12900.0
8969,2019-01-22,1187872,119386.15,100425,85555.00,1.0,1.0,855.0,133367.0,126,102,2018,5.0,1.0,86000.0
8986,2019-01-22,1181113,303029.65,159402,165750.00,2.0,2.0,1310.0,205471.0,126,21,2014,5.0,1.0,100.0
8988,2019-01-22,1182607,263700.3,158817,189965.00,3.0,2.0,1716.0,200111.0,126,112,2018,8.0,1.0,180100.0
8989,2019-01-22,1188343,959104.17,228813,266250.00,2.0,2.0,1023.0,335001.0,126,20,2014,5.0,1.0,1100.0
9006,2019-01-22,1190025,69132.0,1673000,69132.00,4.0,4.0,2485.0,2773245.0,126,123,2018,1.0,1.0,400.0
9021,2019-01-22,1187878,802649.06,402040,360300.00,3.0,2.0,1416.0,634612.0,126,26,2014,3.0,1.0,360400.0
9031,2019-01-22,1175674,1847130.33,1673000,1900000.00,4.0,4.0,2485.0,2773245.0,126,122,2018,3.0,1.0,100.0
9043,2019-01-22,1187242,331317.26,179800,334081.26,1.0,1.0,852.0,333865.0,126,51,2016,18.0,2.0,100.0
9059,2019-01-16,1175322,1435777.21,865700,1465836.73,3.0,4.0,3262.0,369600.0,54,30,2017,3.0,1.0,550100.0
9091,2019-01-16,1185556,39490.87,226100,60427.92,1.0,1.0,1026.0,326664.0,54,42,2017,2.0,4.0,60500.0
9107,2019-01-15,1184495,177714.31,91000,90000.00,1.0,1.0,571.0,154937.0,41,38,2018,2.0,1.0,1100.0
9110,2019-01-15,1183689,206902.0,156450,146787.61,2.0,2.0,845.0,169600.0,41,21,2017,2.0,5.0,61900.0
9120,2019-01-15,1183690,259995.7,121300,163000.00,2.0,1.0,985.0,156831.0,41,34,2017,4.0,2.0,52600.0
9209,2019-01-14,1182056,314017.46,111720,96365.49,2.0,2.0,956.0,121352.0,108,34,2016,7.0,3.0,1100.0
9215,2019-01-14,1183704,226478.83,121700,157000.00,2.0,1.0,870.0,160227.0,108,100,2018,4.0,1.0,1100.0
9220,2019-01-14,1185926,185013.94,99622,125000.00,2.0,2.0,920.0,125986.0,108,93,2018,5.0,1.0,3100.0
9230,2019-01-14,1182829,129097.29,74736,50200.00,1.0,1.0,1036.0,89570.0,108,76,2017,4.0,2.0,100.0
9235,2019-01-14,1186479,550622.49,339340,341300.00,2.0,2.0,960.0,398698.0,108,90,2018,4.0,1.0,88900.0
9238,2019-01-14,1183705,141353.01,100500,110700.00,1.0,1.0,583.0,120799.0,108,36,2016,6.0,1.0,5100.0
9361,2019-01-08,1187646,1060340.29,840750,1060340.29,3.0,3.0,1641.0,1153846.0,155,130,2017,3.0,1.0,600100.0
9369,2019-01-08,1181441,685737.93,489300,564960.00,2.0,2.0,1218.0,604778.0,155,153,2018,5.0,1.0,100.0
9370,2019-01-08,1181726,349480.84,133515,157080.00,2.0,1.0,610.0,173615.0,155,34,2014,2.0,2.0,157100.0
9429,2019-01-08,1179641,316562.53,200550,186893.75,4.0,3.0,1500.0,250750.0,155,69,2016,3.0,2.0,199100.0
9446,2019-01-07,1185135,1763404.74,604894,1770739.74,2.0,2.0,1529.0,815552.0,203,64,2016,13.0,1.0,133900.0
9452,2019-01-07,1165088,362203.84,259300,374170.84,2.0,2.0,1245.0,398181.0,203,122,2017,4.0,2.0,152900.0
9461,2019-01-07,1184913,31300.67,71797,32300.00,2.0,1.0,1036.0,102096.0,203,123,2017,5.0,1.0,36500.0
9474,2019-01-07,1182787,252424.22,157700,255238.35,1.0,1.0,837.0,298350.0,203,163,2018,6.0,1.0,100.0
9481,2019-01-07,1178820,207458.38,165278,207458.38,1.0,1.0,741.0,473700.0,203,68,2016,8.0,4.0,35900.0
9484,2019-01-07,1185927,443337.56,205000,255021.50,2.0,2.0,1010.0,264384.0,203,66,2016,4.0,2.0,175100.0
9505,2019-01-07,1185299,494992.66,290588,409000.00,2.0,2.0,985.0,413300.0,203,200,2018,7.0,1.0,137900.0
9511,2019-01-07,1185273,430349.02,307100,370556.21,2.0,2.0,1245.0,392334.0,203,79,2016,5.0,1.0,290100.0
9525,2019-01-07,1176858,350295.89,379477,350295.89,2.0,2.0,1882.0,747358.0,203,166,2018,4.0,1.0,382000.0
9532,2019-01-07,1182780,245665.56,109200,132000.00,1.0,1.0,750.0,131512.0,203,151,2017,4.0,1.0,47800.0
9540,2019-01-07,1184837,206477.32,85000,90000.00,2.0,2.0,816.0,115384.0,203,147,2017,4.0,1.0,60100.0
9544,2019-01-07,1173080,160038.86,140700,148800.00,3.0,2.0,1100.0,185847.0,203,120,2017,3.0,1.0,120100.0
9552,2019-01-07,1173431,167155.56,104908,92262.81,1.0,1.0,635.0,386100.0,203,107,2017,7.0,1.0,98600.0
9597,2019-01-07,1179041,395389.14,362000,385963.06,3.0,3.0,1694.0,507762.0,203,132,2017,6.0,3.0,100.0
9599,2019-01-07,1176912,887535.9,436900,912650.31,2.0,2.0,1380.0,514227.0,203,89,2016,5.0,1.0,128900.0
9618,2019-01-07,1183111,545706.78,307412,349900.00,2.0,2.0,1158.0,419409.0,203,2,2008,6.0,6.0,75800.0
9625,2019-01-07,1184553,184329.54,128260,113400.00,2.0,2.0,939.0,156307.0,203,62,2016,5.0,2.0,113500.0
9635,2018-12-12,1181800,244625.78,124600,287857.49,2.0,2.0,1045.0,175826.0,47,8,2013,10.0,7.0,130100.0
9643,2018-12-12,1183654,321649.34,312501,322406.47,2.0,2.0,1051.0,369093.0,47,24,2017,4.0,1.0,2100.0
9647,2018-12-12,1182048,395179.39,140165,261329.64,1.0,1.0,712.0,193983.0,47,13,2016,3.0,1.0,100.0
9650,2018-12-12,1182181,102222.51,99000,110000.00,3.0,2.0,1195.0,134173.0,47,31,2017,11.0,2.0,100.0
9651,2018-12-12,1182367,192568.63,136000,167000.00,2.0,2.0,1075.0,168845.0,47,33,2017,7.0,1.0,100.0
9680,2018-12-11,1182707,277038.43,170100,169600.00,2.0,1.0,677.0,229620.0,19,4,2015,5.0,3.0,170100.0
9685,2018-12-11,1176875,409686.91,177000,180400.00,2.0,2.0,1015.0,316500.0,19,12,2017,9.0,2.0,600.0
9691,2018-12-11,1174226,316110.0,152000,150000.00,3.0,2.0,1240.0,184127.0,19,16,2018,4.0,1.0,300.0
9701,2018-12-10,1181293,265299.07,108528,85050.00,3.0,1.0,1167.0,251600.0,84,65,2018,4.0,1.0,100.0
9713,2018-12-10,1182585,386521.32,233100,333751.00,2.0,2.0,1040.0,433900.0,84,31,2016,6.0,5.0,100.0
9724,2018-12-10,1168790,609268.22,445000,589508.98,2.0,2.0,1260.0,649990.0,84,32,2016,7.0,1.0,37100.0
9748,2018-12-10,1182640,224790.46,87550,120000.00,2.0,2.0,1192.0,113657.0,84,74,2018,5.0,1.0,100.0
9778,2018-12-05,1180544,206743.91,108528,97200.00,3.0,1.0,1167.0,125351.0,52,45,2018,3.0,1.0,600.0
9800,2018-12-05,1183042,208852.56,137000,153000.00,2.0,1.0,1050.0,167098.0,52,37,2017,2.0,1.0,80100.0
9810,2018-12-05,1180362,228418.73,159000,151200.00,2.0,1.0,958.0,186560.0,52,10,2012,4.0,3.0,151300.0
9824,2018-12-04,1181456,152921.09,113700,82500.00,2.0,2.0,1156.0,125862.0,20,7,2016,7.0,3.0,105400.0
9841,2018-12-03,1172038,242145.05,116813,163000.00,1.0,1.0,790.0,171154.0,138,98,2017,6.0,1.0,1500.0
9858,2018-12-03,1167534,399492.59,158540,158760.00,3.0,2.0,1205.0,798700.0,138,92,2017,11.0,1.0,1500.0
9905,2018-12-03,1167898,258354.14,119000,123768.77,2.0,2.0,1077.0,170435.0,138,71,2017,7.0,1.0,85100.0
9906,2018-12-03,1181399,195135.14,131890,109650.00,3.0,2.0,1266.0,165400.0,138,127,2018,3.5,1.0,4100.0
9917,2018-12-03,1181400,233790.55,89612,156330.00,4.0,2.0,1716.0,203431.0,138,135,2018,3.0,1.0,156400.0
9942,2018-12-03,1181398,382441.35,194037,208100.00,2.0,1.0,926.0,238370.0,138,85,2017,5.0,1.0,300.0
9988,2018-11-27,1181300,695501.64,238450,703049.24,1.0,1.0,562.0,306675.0,19,9,2017,6.0,1.0,55100.0
9990,2018-11-27,1180078,1004262.97,320351,360000.00,2.0,2.0,1200.0,447545.0,19,16,2017,5.0,2.0,600.0
10015,2018-11-26,1171108,306853.48,140000,131750.00,2.0,1.0,861.0,225385.0,93,50,2016,3.0,1.0,131800.0
10123,2018-11-21,1178171,93380.97,120000,95152.29,2.0,2.0,978.0,138670.0,38,24,2017,2.0,1.0,42900.0
10135,2018-11-20,1179490,240296.22,107635,80200.00,2.0,1.0,634.0,119488.0,24,5,2015,3.0,1.0,88100.0
10186,2018-11-19,1177597,304993.43,128400,145350.00,3.0,2.0,880.0,155169.0,69,33,2016,3.0,1.0,90100.0
10194,2018-11-19,1175520,314704.4,136394,318332.01,2.0,2.0,922.0,232505.0,69,41,2017,2.0,3.0,250100.0
10208,2018-11-14,1169708,285025.52,164000,170158.49,2.0,2.0,970.0,197460.0,29,12,2017,6.0,1.0,172100.0
10257,2018-11-13,1176756,12704.44,137000,12704.44,3.0,2.0,1230.0,174401.0,113,99,2018,2.0,1.0,12800.0
10263,2018-11-13,1177605,227692.6,154500,202400.00,2.0,1.0,1056.0,216733.0,113,86,2017,5.0,1.0,5100.0
10269,2018-11-13,1164371,160653.48,50715,108000.00,2.0,2.0,1315.0,112648.0,113,33,2015,2.0,2.0,6000.0
10287,2018-11-13,1178481,11703.52,203900,12000.00,1.0,1.0,600.0,242216.0,113,110,2018,2.0,2.0,300.0
10300,2018-11-13,1174018,261182.12,212600,261182.12,0.0,0.0,1635.0,359472.0,113,95,2018,6.0,1.0,5100.0
10305,2018-11-13,1176836,512451.06,206115,260300.00,0.0,0.0,1963.0,296400.0,113,113,2018,7.0,1.0,100.0
10311,2018-11-13,1163894,688328.04,310982,460000.00,2.0,2.0,1251.0,494800.0,113,87,2017,4.0,1.0,5100.0
10329,2018-11-13,1163749,413240.36,216000,346500.00,2.0,2.0,1525.0,348487.0,113,67,2017,4.0,1.0,95700.0
10330,2018-11-13,1176827,370348.38,191800,204000.00,2.0,2.0,1085.0,247815.0,113,93,2017,5.0,1.0,5100.0
10373,2018-11-07,1173376,777118.5,627741,777118.50,2.0,2.0,1130.0,811366.0,55,12,2015,3.0,3.0,100.0
10385,2018-11-06,1177424,192237.15,115400,110800.07,1.0,1.0,670.0,384100.0,89,11,2017,4.0,1.0,124100.0
10391,2018-11-06,1177433,844663.52,412000,504000.00,2.0,2.0,1430.0,611599.0,89,2,2010,7.0,1.0,400100.0
10425,2018-11-05,1163530,188359.37,90000,192056.57,0.0,0.0,810.0,257738.0,93,33,2016,1.0,1.0,192100.0
10439,2018-11-05,1166007,197072.49,233481,201028.35,3.0,2.0,1270.0,296503.0,93,80,2017,4.0,2.0,210300.0
10481,2018-11-05,1175652,137655.6,97000,138758.82,1.0,1.0,725.0,119647.0,93,84,2017,3.0,1.0,130100.0
10502,2018-10-31,1176843,246952.65,117700,160000.00,2.0,2.0,926.0,160701.0,44,35,2017,2.0,1.0,5100.0
10507,2018-10-31,1176348,1184305.42,800000,1256401.74,3.0,2.0,2290.0,2940810.0,44,15,2016,2.0,3.0,100.0
10512,2018-10-31,1176744,227076.99,124129,111500.00,2.0,1.0,752.0,172396.0,44,36,2017,5.0,1.0,111600.0
10529,2018-10-30,1167536,164249.36,99360,109786.86,1.0,1.0,634.0,264500.0,25,10,2016,6.0,1.0,97100.0
10547,2018-10-29,1172136,180752.57,162824,143500.00,2.0,2.0,1250.0,190071.0,84,78,2018,5.0,1.0,166300.0
10552,2018-10-29,1174415,23568.81,61079,23568.81,1.0,1.0,620.0,76279.0,84,63,2017,1.0,1.0,1000.0
10555,2018-10-29,1175648,283963.27,130950,120200.00,2.0,1.0,968.0,170523.0,84,31,2016,2.0,3.0,134800.0
10557,2018-10-29,1172407,269308.14,151525,142760.00,3.0,2.0,1114.0,178623.0,84,50,2017,4.0,1.0,142800.0
10558,2018-10-29,1174848,9287.77,162750,12296.80,3.0,2.0,1325.0,186184.0,84,65,2017,2.0,3.0,37000.0
10570,2018-10-29,1175505,150916.98,97868,138000.00,0.0,1.0,432.0,125081.0,84,61,2017,5.0,1.0,20100.0
10571,2018-10-29,1176042,177485.11,119000,117660.00,1.0,1.0,810.0,150742.0,84,69,2017,5.0,1.0,117900.0
10597,2018-10-29,1177244,286062.68,125001,150000.00,3.0,3.0,1234.0,150667.0,84,60,2017,3.0,1.0,145100.0
10612,2018-10-29,1175649,149116.59,78000,117000.00,1.0,1.0,473.0,118904.0,84,64,2017,6.0,1.0,90100.0
10618,2018-10-29,1174509,229873.17,145500,176000.00,2.0,2.0,1010.0,197400.0,84,59,2017,7.0,1.0,175100.0
10625,2018-10-29,1174243,1176566.25,1009400,1176566.25,3.0,4.0,3200.0,1542952.0,84,72,2018,2.0,1.0,1100.0
10628,2018-10-24,1165700,462599.99,312141,345213.18,0.0,1.0,760.0,405312.0,31,21,2016,4.0,1.0,345300.0
10645,2018-10-24,1173692,443183.98,281100,446301.05,2.0,2.0,1190.0,409541.0,31,23,2016,9.0,1.0,235300.0
10661,2018-10-23,1175404,750910.96,317900,428375.39,1.0,2.0,1975.0,888368.0,30,24,2017,3.0,1.0,420100.0
10669,2018-10-23,1175429,468102.52,213400,259000.00,1.0,1.0,726.0,314727.0,30,27,2017,4.0,1.0,250100.0
10675,2018-10-23,1174270,17108.64,172000,25669.98,4.0,2.0,1716.0,172000.0,30,25,2017,1.0,5.0,30300.0
10703,2018-10-22,1155951,242365.13,130000,112677.78,1.0,1.0,620.0,149808.0,80,41,2016,5.0,1.0,120100.0
10725,2018-10-22,1173685,207405.43,267510,214268.20,2.0,2.0,1218.0,327191.0,80,20,2015,7.0,4.0,213100.0
10759,2018-10-17,1173098,291791.0,107000,84500.00,1.0,1.0,588.0,127588.0,70,19,2015,9.0,1.0,1100.0
10780,2018-10-17,1173128,41956.27,122574,37887.40,2.0,1.0,1000.0,391200.0,70,53,2017,4.0,1.0,181100.0
10784,2018-10-17,1173127,126051.81,100937,87425.00,1.0,1.0,722.0,125078.0,70,58,2017,4.0,1.0,90800.0
10785,2018-10-17,1172973,727502.21,377200,448325.00,3.0,2.0,1866.0,540897.0,70,33,2016,3.5,1.0,420200.0
10796,2018-10-17,1173673,304448.96,281000,290000.00,2.0,2.0,1357.0,350920.0,70,62,2018,9.0,1.0,100.0
10800,2018-10-17,1174242,178928.61,99360,137000.00,2.0,1.0,784.0,144979.0,70,54,2017,4.0,1.0,135100.0
10801,2018-10-17,1174390,210189.98,153000,173900.00,2.0,2.0,1036.0,357200.0,70,57,2017,5.0,1.0,300.0
10802,2018-10-17,1173081,853726.22,597038,859730.74,2.0,2.0,1734.0,888063.0,70,45,2017,6.0,1.0,500100.0
10823,2018-10-16,1172173,196986.49,128000,141000.00,1.0,1.0,710.0,158708.0,79,57,2017,5.0,1.0,32100.0
10826,2018-10-16,1172954,190419.52,112000,131100.00,1.0,1.0,680.0,142360.0,79,62,2017,3.0,1.0,1100.0
10846,2018-10-16,1172442,269354.26,91463,272898.20,2.0,2.0,917.0,135099.0,79,21,2014,6.0,3.0,270100.0
10859,2018-10-16,1172138,168867.74,105500,116450.00,1.0,1.0,735.0,134213.0,79,77,2018,2.0,1.0,15100.0
10879,2018-10-16,1174549,129097.29,74736,55100.00,1.0,1.0,1036.0,79984.0,79,56,2017,4.0,2.0,300.0
10880,2018-10-16,1171642,766542.97,289524,315000.00,2.0,2.0,1255.0,373671.0,79,45,2016,4.0,2.0,600.0
10881,2018-10-16,1172172,10813.6,96625,11283.56,0.0,0.0,340.0,115575.0,79,67,2017,7.0,1.0,29100.0
10898,2018-10-16,1172408,222871.51,233757,225042.56,2.0,2.0,1316.0,283843.0,79,58,2017,3.0,1.0,30100.0
10900,2018-10-15,1170515,969066.94,639500,1008980.18,2.0,2.0,1322.0,666402.0,97,10,2012,5.0,2.0,650100.0
10905,2018-10-15,1159464,488284.05,380000,449000.00,2.0,2.0,1450.0,509503.0,97,57,2017,2.0,1.0,50100.0
10910,2018-10-15,1168960,661778.58,264241,340425.00,3.0,2.0,1428.0,424877.0,97,20,2014,4.0,2.0,100.0
10952,2018-10-15,1171323,114974.87,141900,116343.05,2.0,1.0,1596.0,179259.0,97,41,2016,8.0,1.0,116400.0
10953,2018-10-15,1170955,29845.97,44000,31196.97,1.0,1.0,688.0,272500.0,97,69,2017,1.0,2.0,31200.0
10954,2018-10-15,1160020,180542.99,91670,95580.00,1.0,1.0,710.0,276900.0,97,61,2017,2.0,1.0,90100.0
10964,2018-10-15,1169105,411297.37,201250,215000.00,2.0,2.0,1520.0,264555.0,97,1,2008,5.0,5.0,69100.0
10973,2018-10-15,1171149,103924.9,68000,49300.00,2.0,2.0,1012.0,92989.0,97,89,2018,5.0,1.0,49400.0
10976,2018-10-15,1171107,145655.13,132223,131600.00,2.0,1.0,1026.0,353500.0,97,64,2017,6.0,1.0,130100.0
10987,2018-10-15,1172124,215301.03,195879,199000.00,1.0,1.0,825.0,243333.0,97,50,2016,6.0,3.0,190100.0
